,half,quarter,eighth,16th
half,0.36495589290147135,0.0876941601280188,0.017887911050364514,0.01731249360367608
quarter,0.4306366095950679,0.444801808905682,0.20463607335792522,0.11718816925059865
eighth,0.18726145519509674,0.44111418185324,0.6743182802469233,0.34066235502437
16th,0.017146042308364,0.026389849113059253,0.10315773534478702,0.5248369821213553
