i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.972,-2.109,0.274,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
1,3.972,-2.763,0.352,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
2,3.972,-1.904,0.477,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
3,3.972,-2.167,0.484,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
4,3.972,-2.247,0.438,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
5,3.972,-2.232,0.388,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
6,3.972,-1.732,0.372,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
7,3.972,-1.876,0.392,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
8,3.972,-2.045,0.477,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
9,3.972,-1.924,0.275,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
10,3.972,-2.193,0.446,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
11,3.972,-1.988,0.297,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
12,3.972,-1.543,0.363,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
13,3.972,-1.838,0.309,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
14,3.972,-2.009,0.376,0.759,0.5,1.0,1.0,0.214,0.0,-0.0,0.0,-0.375,0.657,0.217,0.003,4,0.4,300,15,1X+2X
15,4.009,-1.628,0.437,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
16,4.009,-1.968,0.36,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
17,4.009,-2.082,0.272,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
18,4.009,-1.876,0.369,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
19,4.009,-2.183,0.336,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
20,4.009,-2.131,0.408,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
21,4.009,-1.715,0.348,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
22,4.009,-1.517,0.395,0.875,0.625,1.0,0.833,0.429,0.0,-0.0,0.0,-0.083,0.33,0.0,0.003,4,0.4,300,15,1X+2X
23,4.055,-1.79,0.32,0.817,0.5,1.0,1.0,0.143,0.0,-0.0,0.0,-0.25,0.694,0.151,0.003,4,0.4,300,15,1X+2X
24,4.075,-1.858,0.37,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
25,4.075,-2.31,0.207,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
26,4.075,-2.276,0.208,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
27,4.075,-1.784,0.146,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
28,4.075,-2.495,0.205,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
29,4.075,-1.971,0.216,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
30,4.075,-2.023,0.266,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
31,4.075,-2.062,0.112,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
32,4.075,-1.813,0.315,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
33,4.075,-2.304,0.212,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
34,4.075,-2.042,0.17,0.804,0.875,1.0,0.786,0.214,0.0,-0.0,0.0,-0.062,0.459,0.0,0.003,4,0.4,300,15,1X+2X
