,half,quarter,eighth,16th
half,0.4481990213017826,0.04752936649028372,0.025907968599494527,0.01816784180575475
quarter,0.2910235315231653,0.5027423163372939,0.21110782494206387,0.1275843663280045
eighth,0.220690585891988,0.41394473469423315,0.6581424057780024,0.2899242238179402
16th,0.04008686128306408,0.03578358247818914,0.10484180068043919,0.5643235680483005
