i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.082,-0.792,0.987,0.537,0.5,1.0,0.786,0.0,0.0,-0.0,0.0,-0.196,0.455,0.0,0.003,4,0.4,300,15,1X+2X
1,3.757,-0.856,1.434,0.626,0.75,0.5,1.0,0.143,-0.036,-0.0,0.0,-0.207,0.715,0.265,0.003,4,0.4,300,15,1X+2X
2,3.757,-0.749,1.707,0.626,0.75,0.5,1.0,0.143,-0.036,-0.0,0.0,-0.207,0.715,0.265,0.007,4,0.4,300,15,1X+2X
3,3.788,-0.78,1.939,0.613,0.625,1.0,0.786,0.286,0.0,-0.0,0.0,-0.144,0.518,0.105,0.003,4,0.4,300,15,1X+2X
4,4.31,-0.588,2.058,0.745,1.0,1.0,1.0,0.286,-0.038,-0.0,0.0,-0.2,0.519,0.0,0.003,4,0.4,300,15,1X+2X
5,4.31,-0.727,2.151,0.745,1.0,1.0,1.0,0.286,-0.038,-0.0,0.0,-0.2,0.519,0.0,0.007,4,0.4,300,15,1X+2X
6,4.31,-0.782,2.192,0.745,1.0,1.0,1.0,0.286,-0.038,-0.0,0.0,-0.2,0.519,0.0,0.013,4,0.4,300,15,1X+2X
7,4.31,-0.707,2.315,0.745,1.0,1.0,1.0,0.286,-0.038,-0.0,0.0,-0.2,0.519,0.0,0.027,4,0.4,300,15,1X+2X
8,4.31,-0.907,2.291,0.745,1.0,1.0,1.0,0.286,-0.038,-0.0,0.0,-0.2,0.519,0.0,0.053,4,0.4,300,15,1X+2X
9,4.604,-0.684,2.476,0.81,1.0,1.0,1.0,0.143,-0.048,-0.0,0.0,-0.143,0.547,0.295,0.003,4,0.4,300,15,1X+2X
10,4.604,-0.744,2.474,0.81,1.0,1.0,1.0,0.143,-0.048,-0.0,0.0,-0.143,0.547,0.295,0.007,4,0.4,300,15,1X+2X
11,4.604,-0.63,2.536,0.81,1.0,1.0,1.0,0.143,-0.048,-0.0,0.0,-0.143,0.547,0.295,0.013,4,0.4,300,15,1X+2X
12,4.679,-0.788,2.621,0.742,1.0,1.0,1.0,0.429,-0.04,-0.0,0.0,-0.2,0.574,0.174,0.003,4,0.4,300,15,1X+2X
13,4.822,-0.648,2.653,0.893,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.143,0.557,0.301,0.003,4,0.4,300,15,1X+2X
14,4.822,-0.682,2.683,0.893,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.143,0.557,0.301,0.007,4,0.4,300,15,1X+2X
15,4.822,-0.539,2.72,0.893,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.143,0.557,0.301,0.013,4,0.4,300,15,1X+2X
16,4.822,-0.637,2.726,0.893,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.143,0.557,0.301,0.027,4,0.4,300,15,1X+2X
17,4.822,-0.585,2.775,0.893,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.143,0.557,0.301,0.057,4,0.4,300,15,1X+2X
18,4.822,-0.539,2.833,0.893,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.143,0.557,0.301,0.113,4,0.4,300,15,1X+2X
19,4.881,-0.474,2.827,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.306,0.235,0.003,4,0.4,300,15,1X+2X
20,4.881,-0.782,2.83,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.306,0.235,0.007,4,0.4,300,15,1X+2X
21,4.881,-0.394,2.924,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.306,0.235,0.013,4,0.4,300,15,1X+2X
22,4.881,-0.401,2.903,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.306,0.235,0.027,4,0.4,300,15,1X+2X
23,4.881,-0.693,2.932,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.306,0.235,0.057,4,0.4,300,15,1X+2X
24,4.95,-0.579,2.903,0.737,0.75,1.0,1.0,0.071,0.0,-0.0,0.0,-0.205,0.899,0.698,0.003,4,0.4,300,15,1X+2X
25,4.95,-0.673,2.92,0.737,0.75,1.0,1.0,0.071,0.0,-0.0,0.0,-0.205,0.899,0.698,0.007,4,0.4,300,15,1X+2X
26,4.95,-0.487,2.993,0.737,0.75,1.0,1.0,0.071,0.0,-0.0,0.0,-0.205,0.899,0.698,0.013,4,0.4,300,15,1X+2X
27,4.95,-0.609,2.935,0.737,0.75,1.0,1.0,0.071,0.0,-0.0,0.0,-0.205,0.899,0.698,0.033,4,0.4,300,15,1X+2X
28,4.999,-0.668,2.93,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.424,0.235,0.297,4,0.4,300,15,1X+2X
29,4.999,-0.742,2.919,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.424,0.235,0.31,4,0.4,300,15,1X+2X
30,4.999,-0.47,3.029,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.424,0.235,0.327,4,0.4,300,15,1X+2X
31,4.999,-0.625,2.913,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.424,0.235,0.323,4,0.4,300,15,1X+2X
32,4.999,-0.552,3.026,0.814,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.045,0.424,0.235,0.297,4,0.4,300,15,1X+2X
33,5.147,-0.745,2.948,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.003,4,0.4,300,15,1X+2X
34,5.147,-0.439,3.013,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.007,4,0.4,300,15,1X+2X
35,5.147,-0.567,3.033,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.013,4,0.4,300,15,1X+2X
36,5.147,-0.392,3.13,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.027,4,0.4,300,15,1X+2X
37,5.147,-0.541,3.093,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.057,4,0.4,300,15,1X+2X
38,5.147,-0.465,3.048,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.113,4,0.4,300,15,1X+2X
39,5.147,-0.533,3.079,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.173,4,0.4,300,15,1X+2X
40,5.147,-0.506,3.074,0.737,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.162,0.804,0.662,0.23,4,0.4,300,15,1X+2X
41,5.176,-0.565,3.095,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.003,4,0.4,300,15,1X+2X
42,5.176,-0.732,3.072,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.007,4,0.4,300,15,1X+2X
43,5.176,-0.581,3.035,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.013,4,0.4,300,15,1X+2X
44,5.176,-0.541,3.121,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.027,4,0.4,300,15,1X+2X
45,5.176,-0.687,3.077,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.057,4,0.4,300,15,1X+2X
46,5.176,-0.695,3.144,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.127,4,0.4,300,15,1X+2X
47,5.176,-0.649,3.034,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.197,4,0.4,300,15,1X+2X
48,5.176,-0.661,3.027,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.27,4,0.4,300,15,1X+2X
49,5.176,-0.643,3.102,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.36,4,0.4,300,15,1X+2X
50,5.176,-0.685,3.059,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.447,4,0.4,300,15,1X+2X
51,5.176,-0.584,3.047,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.5,4,0.4,300,15,1X+2X
52,5.176,-0.53,3.078,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.53,4,0.4,300,15,1X+2X
53,5.176,-0.701,3.093,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.517,4,0.4,300,15,1X+2X
54,5.176,-0.568,3.075,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.517,4,0.4,300,15,1X+2X
55,5.176,-0.496,3.064,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.517,4,0.4,300,15,1X+2X
56,5.176,-0.505,3.091,0.701,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,-0.127,0.804,0.691,0.517,4,0.4,300,15,1X+2X
