,half,quarter,eighth,16th
half,0.20190866461875595,0.043708702636232236,0.02915807728240984,0.04703490785518143
quarter,0.21848261926935422,0.44559961286739586,0.07614029064364061,0.11638091810579163
eighth,0.5795735741243793,0.4712760380747052,0.8345864963398719,0.508200503775547
16th,3.5141987510631164e-05,0.03941564642166665,0.06011513573407762,0.32838367026347987
