I,I_CONV,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,4.273750058618479,0.2536467236467237,2.343585680027705,2.092921008112101,0.687406471653347,0.297875,-0.3075,0.5371878684246687,0.14103333333333337,-0.030154306455048647,-0.016786642694089537,-0.001375,-0.01676732503607506,0.4439429688777298,0.6087233119238449,0.001,8,0.5,1000,50,NONE,50
500,-1,4.46774192578078,-0.182016069585729,2.092518728564468,1.9065883677762496,0.7050088342213336,0.3346875,-0.581,0.5600500832978014,0.14953333333333285,-0.01675402002608253,-0.0174997139683473,-0.001125,-0.017660588023088033,0.4443792975383262,0.5328990021911902,0.001,8,0.5,1000,50,NONE,50
