I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,5.428571428571429,-0.051510989010988995,1.6464934593035743,0.69027003968254,0.316875,-0.3015,0.5353692182817167,0.1449999999999996,-0.08431281823919894,-0.01648318122200721,-0.0025,-0.09274717712842707,0.41141690083575644,0.045105477093190585,0.001,4,0.4,1000,50,NONE,300
500,-1,5.357142857142857,-0.023809523809523808,1.7469595262482656,0.6916881070318577,0.322875,-0.228,0.5501963564213548,0.13414285714285654,-0.08882284165111765,-0.01498712351465935,-0.0005,-0.07875617993117977,0.4184336963260372,0.0406896544231126,0.001,4,0.4,1000,50,NONE,300
