i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.21,-0.311,1.12,0.911,0.566,0.438,1.0,0.441,0.267,0.0,-0.025,0.0,-0.099,0.517,0.105,0.001,8,0.5,1000,50,1X+2X
1,3.252,-0.129,1.694,1.775,0.674,0.5,0.5,0.833,0.133,0.0,-0.0,0.0,-0.21,0.665,0.157,0.001,8,0.5,1000,50,1X+2X
2,3.56,-0.193,2.084,2.233,0.723,0.562,1.0,0.667,0.2,0.0,-0.026,0.0,-0.153,0.42,0.167,0.001,8,0.5,1000,50,1X+2X
3,3.615,-0.137,2.296,2.544,0.72,0.938,0.5,0.625,0.2,0.0,-0.0,0.0,-0.188,0.621,0.2,0.001,8,0.5,1000,50,1X+2X
4,3.874,-0.133,2.49,2.809,0.64,0.688,1.0,0.571,0.2,0.0,-0.0,0.0,-0.228,0.768,0.235,0.001,8,0.5,1000,50,1X+2X
5,3.983,-0.037,2.68,3.03,0.746,0.812,1.0,0.763,0.067,-0.027,-0.027,0.0,-0.14,0.731,0.057,0.001,8,0.5,1000,50,1X+2X
6,4.127,-0.06,2.821,3.204,0.692,0.812,1.0,0.719,0.233,0.0,-0.0,0.0,-0.149,0.694,0.126,0.001,8,0.5,1000,50,1X+2X
7,4.177,0.014,2.952,3.358,0.649,0.562,1.0,1.0,0.2,0.0,-0.0,0.0,-0.16,0.738,0.187,0.001,8,0.5,1000,50,1X+2X
8,4.177,-0.038,3.064,3.533,0.649,0.562,1.0,1.0,0.2,0.0,-0.0,0.0,-0.16,0.738,0.187,0.002,8,0.5,1000,50,1X+2X
9,4.281,-0.037,3.152,3.646,0.745,0.938,1.0,0.9,0.067,-0.024,-0.0,0.0,-0.208,0.713,0.15,0.001,8,0.5,1000,50,1X+2X
10,4.353,-0.134,3.215,3.771,0.819,1.0,1.0,0.9,0.233,-0.047,-0.0,0.0,-0.331,0.65,0.129,0.001,8,0.5,1000,50,1X+2X
11,4.451,0.003,3.336,3.874,0.666,0.75,1.0,1.0,0.367,0.0,-0.02,0.0,-0.148,0.663,0.174,0.001,8,0.5,1000,50,1X+2X
12,4.636,-0.063,3.389,3.977,0.846,1.0,1.0,0.912,0.267,-0.051,-0.0,0.0,-0.263,0.714,0.211,0.001,8,0.5,1000,50,1X+2X
13,4.636,-0.015,3.457,4.04,0.846,1.0,1.0,0.912,0.267,-0.051,-0.0,0.0,-0.263,0.714,0.211,0.002,8,0.5,1000,50,1X+2X
14,4.636,-0.003,3.539,4.137,0.846,1.0,1.0,0.912,0.267,-0.051,-0.0,0.0,-0.263,0.714,0.211,0.004,8,0.5,1000,50,1X+2X
15,4.66,-0.083,3.592,4.215,0.783,1.0,1.0,1.0,0.133,-0.022,-0.0,0.0,-0.3,0.825,0.24,0.001,8,0.5,1000,50,1X+2X
16,4.764,0.033,3.671,4.296,0.669,0.938,1.0,1.0,0.3,0.0,-0.018,0.0,-0.184,0.79,0.27,0.001,8,0.5,1000,50,1X+2X
17,4.853,0.02,3.72,4.353,0.645,1.0,1.0,1.0,0.233,0.0,-0.0,0.0,-0.061,0.913,0.122,0.001,8,0.5,1000,50,1X+2X
18,4.89,0.123,3.784,4.418,0.705,1.0,1.0,1.0,0.3,-0.019,-0.019,0.0,-0.131,0.78,0.274,0.001,8,0.5,1000,50,1X+2X
19,4.912,0.096,3.842,4.505,0.665,1.0,1.0,1.0,0.4,0.0,-0.018,0.0,-0.151,0.759,0.258,0.001,8,0.5,1000,50,1X+2X
20,4.941,0.09,3.875,4.562,0.753,0.938,1.0,1.0,0.3,0.0,-0.0,0.0,-0.099,0.837,0.213,0.001,8,0.5,1000,50,1X+2X
21,5.022,0.038,3.912,4.627,0.623,1.0,1.0,1.0,0.3,0.0,-0.0,0.0,-0.091,0.859,0.331,0.001,8,0.5,1000,50,1X+2X
22,5.022,0.099,3.958,4.661,0.623,1.0,1.0,1.0,0.3,0.0,-0.0,0.0,-0.091,0.859,0.331,0.002,8,0.5,1000,50,1X+2X
23,5.022,0.042,3.986,4.705,0.623,1.0,1.0,1.0,0.3,0.0,-0.0,0.0,-0.091,0.859,0.331,0.004,8,0.5,1000,50,1X+2X
24,5.022,0.11,4.049,4.745,0.623,1.0,1.0,1.0,0.3,0.0,-0.0,0.0,-0.091,0.859,0.331,0.008,8,0.5,1000,50,1X+2X
25,5.039,0.071,4.073,4.788,0.772,1.0,1.0,0.875,0.4,0.0,-0.0,0.0,-0.183,0.763,0.413,0.001,8,0.5,1000,50,1X+2X
26,5.039,0.071,4.089,4.848,0.772,1.0,1.0,0.875,0.4,0.0,-0.0,0.0,-0.183,0.763,0.413,0.003,8,0.5,1000,50,1X+2X
27,5.066,0.199,4.158,4.879,0.623,1.0,1.0,1.0,0.3,0.0,-0.0,0.0,-0.091,0.873,0.361,0.001,8,0.5,1000,50,1X+2X
28,5.187,0.097,4.164,4.906,0.578,1.0,1.0,1.0,0.433,0.0,-0.017,0.0,-0.076,0.859,0.41,0.001,8,0.5,1000,50,1X+2X
29,5.187,0.18,4.185,4.93,0.578,1.0,1.0,1.0,0.433,0.0,-0.017,0.0,-0.076,0.859,0.41,0.003,8,0.5,1000,50,1X+2X
30,5.187,0.242,4.195,4.957,0.578,1.0,1.0,1.0,0.433,0.0,-0.017,0.0,-0.076,0.859,0.41,0.006,8,0.5,1000,50,1X+2X
