,half,quarter,eighth,16th
half,0.24158315567326616,0.03320269457824024,0.04140418799406935,0.0027993604237740825
quarter,0.10831204453312214,0.2857594285086856,0.1583448171663925,0.17540931935172147
eighth,0.5372439723671485,0.6781841450980813,0.7793495594709104,0.3851259169779807
16th,0.11286082742646317,0.0028537318149928718,0.020901435368627715,0.4366654032465237
