i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.314,0.09,1.121,0.723,0.25,1.0,1.0,0.0,0.0,-0.0,0.0,-0.321,0.396,0.266,0.02,4,0.4,100,5,UX
1,3.473,0.702,1.804,0.723,0.5,1.0,1.0,0.0,0.0,-0.0,0.0,-0.321,0.41,0.161,0.01,4,0.4,100,5,UX
2,3.818,1.397,2.392,0.768,0.625,1.0,1.0,0.286,-0.05,-0.0,0.0,-0.369,0.371,0.187,0.01,4,0.4,100,5,UX
3,3.818,1.992,2.812,0.768,0.625,1.0,1.0,0.286,-0.05,-0.0,0.0,-0.369,0.371,0.187,0.02,4,0.4,100,5,UX
4,3.995,2.289,3.098,0.762,0.75,1.0,1.0,0.143,0.0,-0.05,0.0,-0.156,0.421,0.125,0.01,4,0.4,100,5,UX
5,3.995,2.638,3.326,0.762,0.75,1.0,1.0,0.143,0.0,-0.05,0.0,-0.156,0.421,0.125,0.02,4,0.4,100,5,UX
6,4.082,3.039,3.549,0.896,1.0,1.0,1.0,0.143,-0.059,-0.0,0.0,-0.396,0.498,0.0,0.01,4,0.4,100,5,UX
7,4.082,3.223,3.707,0.896,1.0,1.0,1.0,0.143,-0.059,-0.0,0.0,-0.396,0.498,0.0,0.02,4,0.4,100,5,UX
8,4.382,3.294,3.846,0.804,1.0,1.0,0.833,0.286,-0.056,-0.056,0.0,-0.104,0.556,0.118,0.01,4,0.4,100,5,UX
9,4.382,3.605,3.981,0.804,1.0,1.0,0.833,0.286,-0.056,-0.056,0.0,-0.104,0.556,0.118,0.03,4,0.4,100,5,UX
10,4.583,3.692,4.089,0.867,1.0,1.0,0.864,0.5,-0.118,-0.0,0.0,-0.167,0.637,0.0,0.01,4,0.4,100,5,UX
11,4.71,3.831,4.216,0.825,1.0,1.0,0.812,0.429,-0.053,-0.053,0.0,-0.125,0.874,0.0,0.01,4,0.4,100,5,UX
12,4.71,3.991,4.305,0.825,1.0,1.0,0.812,0.429,-0.053,-0.053,0.0,-0.125,0.874,0.0,0.03,4,0.4,100,5,UX
13,4.71,4.089,4.368,0.825,1.0,1.0,0.812,0.429,-0.053,-0.053,0.0,-0.125,0.874,0.0,0.06,4,0.4,100,5,UX
14,4.71,4.191,4.437,0.825,1.0,1.0,0.812,0.429,-0.053,-0.053,0.0,-0.125,0.874,0.0,0.13,4,0.4,100,5,UX
15,4.71,4.283,4.493,0.825,1.0,1.0,0.812,0.429,-0.053,-0.053,0.0,-0.125,0.874,0.0,0.21,4,0.4,100,5,UX
16,4.934,4.327,4.554,1.0,1.0,1.0,1.0,0.286,-0.071,-0.0,0.0,-0.188,0.908,0.0,0.01,4,0.4,100,5,UX
17,4.934,4.34,4.603,1.0,1.0,1.0,1.0,0.286,-0.071,-0.0,0.0,-0.188,0.908,0.0,0.02,4,0.4,100,5,UX
18,5.077,4.382,4.668,1.0,1.0,1.0,1.0,0.429,-0.071,-0.0,0.0,-0.188,0.908,0.0,0.01,4,0.4,100,5,UX
19,5.077,4.467,4.714,1.0,1.0,1.0,1.0,0.429,-0.071,-0.0,0.0,-0.188,0.908,0.0,0.02,4,0.4,100,5,UX
20,5.363,4.553,4.759,1.0,1.0,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.908,0.0,0.01,4,0.4,100,5,UX
21,5.363,4.62,4.828,1.0,1.0,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.908,0.0,0.04,4,0.4,100,5,UX
22,5.363,4.676,4.902,1.0,1.0,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.908,0.0,0.12,4,0.4,100,5,UX
23,5.363,4.71,4.981,1.0,1.0,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.908,0.0,0.22,4,0.4,100,5,UX
24,5.363,4.71,5.061,1.0,1.0,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.908,0.0,0.34,4,0.4,100,5,UX
25,5.363,4.71,5.139,1.0,1.0,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.908,0.0,0.44,4,0.4,100,5,UX
26,5.383,4.71,5.225,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.01,4,0.4,100,5,UX
27,5.383,4.851,5.3,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.03,4,0.4,100,5,UX
28,5.383,5.077,5.347,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.07,4,0.4,100,5,UX
29,5.383,5.363,5.366,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.16,4,0.4,100,5,UX
30,5.383,5.363,5.369,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.29,4,0.4,100,5,UX
31,5.383,5.363,5.371,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.42,4,0.4,100,5,UX
32,5.383,5.363,5.374,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.55,4,0.4,100,5,UX
33,5.383,5.363,5.378,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.74,4,0.4,100,5,UX
34,5.383,5.363,5.38,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.88,4,0.4,100,5,UX
35,5.383,5.363,5.382,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,0.98,4,0.4,100,5,UX
36,5.383,5.383,5.383,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,1.0,4,0.4,100,5,UX
37,5.383,5.383,5.383,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,1.0,4,0.4,100,5,UX
38,5.383,5.383,5.383,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,1.0,4,0.4,100,5,UX
39,5.383,5.383,5.383,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,1.0,4,0.4,100,5,UX
40,5.383,5.383,5.383,1.0,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.25,0.908,0.154,1.0,4,0.4,100,5,UX
