,half,quarter,eighth,16th
half,0.41108273672138607,0.06837359708855399,0.016806240730766024,0.012259997698705793
quarter,0.3774475362539168,0.4678137073753523,0.20591713828902547,0.1297965501551425
eighth,0.19041372513664012,0.4400135820200508,0.6776352316264842,0.344134695872101
16th,0.021056001888056952,0.02379911351604292,0.0996413893537243,0.5138087562740508
