I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,6.16252185640643,6.16252185640643,6.1625218564065,0.8291666666666581,1.0,1.0,1.0,0.6666666666666636,0.0,0.0,0.0,-0.18154761904762023,0.9811186252806865,0.8671175168400411,1.0,8,0.5,1000,50,1X+2X,50
500,-1,6.0323713342830985,6.0323713342830985,6.032371334283178,0.8928571428571352,1.0,1.0,1.0,0.5333333333333441,-0.05405405405405456,0.0,0.0,-0.04166666666666648,0.8804135896782822,0.821487989135029,1.0,8,0.5,1000,50,1X+2X,50
500,-1,6.068085567868757,6.068085567868757,6.068085567868659,0.7684523809523705,1.0,1.0,1.0,0.566666666666669,0.0,0.0,0.0,-0.01785714285714265,0.9523268582429179,0.7984968048639324,1.0,8,0.5,1000,50,1X+2X,50
