I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,6.129590034131188,-1.2734892867013607,3.3671544309193235,0.6434383026695557,0.4939375,0.1435,0.5884733661046823,0.3719666666666704,-0.020037391588922624,-0.019192169637280085,-0.011,-0.071001316738817,0.6782709133196894,0.5687985601237497,0.5,8,0.5,1000,50,1X+2X,50
