,half,quarter,eighth,16th
half,0.5516250144748075,0.043560118846168845,0.03788384246258606,0.008687359473436615
quarter,0.11343434622522403,0.4389443879273838,0.051699950418198984,0.16175402429023747
eighth,0.32600780525009204,0.49146377844029754,0.8804748425981517,0.41090386353508856
16th,0.008932834049876479,0.026031714786149823,0.02994136452106318,0.41865475270123736
