i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.935,-1.19,0.803,0.75,0.625,0.5,1.0,0.143,0.0,-0.0,0.0,-0.175,0.965,0.128,0.002,4,0.5,500,5,1X+2X
1,3.935,-0.731,1.272,0.75,0.625,0.5,1.0,0.143,0.0,-0.0,0.0,-0.175,0.965,0.128,0.002,4,0.5,500,5,1X+2X
2,3.935,-0.073,1.73,0.75,0.625,0.5,1.0,0.143,0.0,-0.0,0.0,-0.175,0.965,0.128,0.002,4,0.5,500,5,1X+2X
3,3.935,0.361,2.113,0.75,0.625,0.5,1.0,0.143,0.0,-0.0,0.0,-0.175,0.965,0.128,0.002,4,0.5,500,5,1X+2X
4,3.935,0.599,2.422,0.75,0.625,0.5,1.0,0.143,0.0,-0.0,0.0,-0.175,0.965,0.128,0.002,4,0.5,500,5,1X+2X
5,4.192,1.01,2.677,0.789,1.0,1.0,1.0,0.214,-0.05,-0.05,0.0,-0.259,0.548,0.0,0.002,4,0.5,500,5,1X+2X
6,4.192,1.342,2.911,0.789,1.0,1.0,1.0,0.214,-0.05,-0.05,0.0,-0.259,0.548,0.0,0.002,4,0.5,500,5,1X+2X
7,4.192,1.721,3.077,0.789,1.0,1.0,1.0,0.214,-0.05,-0.05,0.0,-0.259,0.548,0.0,0.002,4,0.5,500,5,1X+2X
8,4.301,2.198,3.237,0.846,1.0,1.0,1.0,0.286,-0.056,-0.0,0.0,-0.208,0.433,0.0,0.002,4,0.5,500,5,1X+2X
9,4.301,2.4,3.392,0.846,1.0,1.0,1.0,0.286,-0.056,-0.0,0.0,-0.208,0.433,0.0,0.002,4,0.5,500,5,1X+2X
10,4.63,2.569,3.528,0.655,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.104,0.693,0.1,0.002,4,0.5,500,5,1X+2X
11,4.63,2.716,3.661,0.655,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.104,0.693,0.1,0.002,4,0.5,500,5,1X+2X
12,4.759,2.973,3.786,0.816,1.0,1.0,1.0,0.357,-0.05,-0.0,0.0,-0.32,0.822,0.133,0.002,4,0.5,500,5,1X+2X
