,half,quarter,eighth,16th
half,0.4484065503015352,0.047540556579726806,0.02215669190075679,0.019677186634314503
quarter,0.21819403887701727,0.3002228003340708,0.15690737453686537,0.15577574690702356
eighth,0.3024853896351588,0.6325841213735607,0.794930333084001,0.369680124200325
16th,0.030914021186288634,0.019652521712641712,0.026005600478376887,0.4548669422583369
