I,I_CONV,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,0.5459889243297805,0.3201059370444944,0.3813850474037039,0.37617069932136776,0.6440124999999927,-0.124625,1.0,0.5848046786546753,0.06990000000000109,0.0,-9.264100224419837e-05,0.0,-0.2585681547619048,0.8041375531782853,0.5382014748686923,0.001,8,0.5,1000,50,1X+2X,50
500,-1,0.04830514530656316,0.04689947198511267,0.04699000356321859,0.04689947198511267,0.6593601190476234,-0.125,1.0,0.5838257575757552,0.09999999999999859,0.0,-0.0013000000000000008,0.0,-0.25609747023809376,0.8003145117709,0.8584362642064708,0.935,8,0.5,1000,50,1X+2X,50
500,-1,0.06773412721494436,0.06773412721494436,0.06773412721494598,0.06773412721494436,0.6431547619047613,-0.125,1.0,0.6000000000000113,0.09999999999999859,0.0,-0.02222222222222215,0.0,-0.2791666666666659,0.7967973839357753,0.861046552625485,1.0,8,0.5,1000,50,1X+2X,50
500,-1,0.5411793929200984,0.19040280386958047,0.19157685787867884,0.19040280386958047,0.6339227678571353,-0.125,1.0,0.5714870129870065,0.06683333333333467,0.0,0.0,0.0,-0.23657767857142703,0.7917642468138234,0.7662801033591884,0.996,8,0.5,1000,50,1X+2X,50
