I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,3.3689145470792523,1.3123314206276488,1.892526576512156,0.5214343212343207,0.0751875,0.555,0.2940316799106468,0.09786666666666674,-0.010345830521843718,-0.02223672696945815,-0.0175,-0.18720315275002786,0.4529171727653709,0.13337494617648,0.001,8,0.5,1000,50,NONE,50
500,-1,3.3140031008452064,1.353710111210111,1.928143098929051,0.5303381857725605,0.0869375,0.5625,0.3060841686765922,0.09676666666666678,-0.009649536492187428,-0.022364175192548203,-0.016625,-0.18645230151792636,0.44863399809518417,0.13197359292071045,0.001,8,0.5,1000,50,NONE,50
500,-1,3.2328912117590662,1.4510894292573249,1.9651139419456827,0.5300149017649018,0.0870625,0.574,0.32167580276144214,0.0957666666666666,-0.008360879592968152,-0.021873855721452957,-0.017625,-0.18628882055444532,0.4522248650292425,0.138517761592295,0.001,8,0.5,1000,50,NONE,50
