i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,2.972,-0.671,0.805,0.9,0.75,0.5,1.0,0.0,-0.067,-0.067,0.0,-0.3,0.255,0.0,0.02,4,0.4,100,5,UX
1,3.094,0.034,1.496,0.75,0.375,1.0,0.7,0.143,0.0,-0.0,0.0,-0.225,0.351,0.0,0.01,4,0.4,100,5,UX
2,3.352,0.848,2.076,0.688,0.375,1.0,1.0,0.071,0.0,-0.0,0.0,-0.15,0.368,0.0,0.01,4,0.4,100,5,UX
3,3.352,1.346,2.531,0.688,0.375,1.0,1.0,0.071,0.0,-0.0,0.0,-0.15,0.368,0.0,0.03,4,0.4,100,5,UX
4,3.543,1.848,2.829,0.804,0.625,1.0,1.0,0.143,0.0,-0.0,0.0,-0.296,0.125,0.143,0.01,4,0.4,100,5,UX
5,3.543,2.509,3.064,0.804,0.625,1.0,1.0,0.143,0.0,-0.0,0.0,-0.296,0.125,0.143,0.03,4,0.4,100,5,UX
6,3.637,2.783,3.234,0.781,0.875,1.0,0.812,0.286,-0.059,-0.059,0.0,-0.25,0.25,0.0,0.01,4,0.4,100,5,UX
7,3.912,2.951,3.362,0.917,0.875,1.0,0.85,0.071,-0.111,-0.0,0.0,-0.333,0.393,0.25,0.01,4,0.4,100,5,UX
8,4.07,3.094,3.498,0.829,0.875,1.0,1.0,0.286,0.0,-0.0,0.0,-0.346,0.294,0.133,0.01,4,0.4,100,5,UX
9,4.092,3.273,3.627,0.866,0.875,1.0,0.85,0.286,-0.059,-0.0,0.0,-0.359,0.5,0.133,0.01,4,0.4,100,5,UX
10,4.102,3.413,3.736,0.85,0.875,1.0,1.0,0.286,0.0,-0.0,0.0,-0.325,0.416,0.0,0.01,4,0.4,100,5,UX
11,4.102,3.506,3.831,0.85,0.875,1.0,1.0,0.286,0.0,-0.0,0.0,-0.325,0.416,0.0,0.02,4,0.4,100,5,UX
12,4.102,3.596,3.925,0.85,0.875,1.0,1.0,0.286,0.0,-0.0,0.0,-0.325,0.416,0.0,0.05,4,0.4,100,5,UX
13,4.117,3.76,3.992,0.964,0.875,1.0,1.0,0.286,-0.118,-0.0,0.0,-0.421,0.281,0.25,0.01,4,0.4,100,5,UX
14,4.345,3.794,4.036,0.95,1.0,1.0,1.0,0.286,-0.067,-0.0,0.0,-0.4,0.576,0.0,0.01,4,0.4,100,5,UX
15,4.345,3.91,4.072,0.95,1.0,1.0,1.0,0.286,-0.067,-0.0,0.0,-0.4,0.576,0.0,0.02,4,0.4,100,5,UX
16,4.345,3.948,4.104,0.95,1.0,1.0,1.0,0.286,-0.067,-0.0,0.0,-0.4,0.576,0.0,0.05,4,0.4,100,5,UX
17,4.345,4.037,4.131,0.95,1.0,1.0,1.0,0.286,-0.067,-0.0,0.0,-0.4,0.576,0.0,0.11,4,0.4,100,5,UX
18,4.345,4.07,4.172,0.95,1.0,1.0,1.0,0.286,-0.067,-0.0,0.0,-0.4,0.576,0.0,0.24,4,0.4,100,5,UX
19,4.345,4.092,4.212,0.95,1.0,1.0,1.0,0.286,-0.067,-0.0,0.0,-0.4,0.576,0.0,0.38,4,0.4,100,5,UX
20,4.345,4.092,4.26,0.95,1.0,1.0,1.0,0.286,-0.067,-0.0,0.0,-0.4,0.576,0.0,0.56,4,0.4,100,5,UX
