i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.633,-2.764,0.413,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
1,3.633,-2.062,0.499,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
2,3.633,-2.219,0.382,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
3,3.633,-2.946,0.558,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
4,3.633,-2.951,0.461,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
5,3.633,-2.359,0.44,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
6,3.633,-2.888,0.468,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
7,3.633,-2.129,0.386,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
8,3.633,-2.551,0.446,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
9,3.633,-2.192,0.381,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
10,3.633,-2.359,0.431,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
11,3.633,-2.755,0.393,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
12,3.633,-1.994,0.367,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
13,3.633,-3.168,0.454,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
14,3.633,-1.58,0.554,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
15,3.633,-1.946,0.544,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
16,3.633,-1.826,0.508,0.792,0.625,1.0,0.55,0.286,0.0,-0.077,0.0,-0.188,0.388,0.258,0.004,4,0.4,500,25,UX
17,3.984,-1.985,0.457,0.75,0.75,1.0,0.833,0.357,-0.095,-0.0,0.0,-0.094,0.483,0.0,0.004,4,0.4,500,25,UX
18,3.984,-2.039,0.478,0.75,0.75,1.0,0.833,0.357,-0.095,-0.0,0.0,-0.094,0.483,0.0,0.004,4,0.4,500,25,UX
19,3.984,-2.462,0.503,0.75,0.75,1.0,0.833,0.357,-0.095,-0.0,0.0,-0.094,0.483,0.0,0.004,4,0.4,500,25,UX
20,3.984,-1.902,0.519,0.75,0.75,1.0,0.833,0.357,-0.095,-0.0,0.0,-0.094,0.483,0.0,0.004,4,0.4,500,25,UX
21,3.984,-2.132,0.349,0.75,0.75,1.0,0.833,0.357,-0.095,-0.0,0.0,-0.094,0.483,0.0,0.004,4,0.4,500,25,UX
22,3.984,-2.369,0.381,0.75,0.75,1.0,0.833,0.357,-0.095,-0.0,0.0,-0.094,0.483,0.0,0.004,4,0.4,500,25,UX
