,half,quarter,eighth,16th
half,0.8882460958467405,0.08076307179837044,0.037841221015447485,0.019198562555421905
quarter,0.07397526640121763,0.44989766769443895,0.2052665172466303,0.21366069864905105
eighth,0.034415407474954834,0.43796406106613833,0.6460141097585596,0.29155100006218687
16th,0.0033632302770870395,0.03137519944105226,0.11087815197936267,0.4755897387333401
