I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
500,-1,5.142857142857142,-1.5184315684315683,0.9569920725541092,0.6025463786213783,0.18125,-0.519,0.4096119269619269,0.10528571428571452,-0.1499295692484301,-0.017666868144326334,-0.0005,-0.08250314269064263,0.40821805047001275,0.019679582298475787,0.002,4,0.4,500,25,1X+2X
500,-1,5.089285714285714,-1.5966122602887307,0.4835891230222218,0.5354806554556553,0.05375,-0.652,0.2764201132201132,0.06071428571428581,-0.13385409007447374,-0.014691586534214172,-0.017,-0.05787599206349212,0.4136181693613579,0.019027567942989872,0.002,4,0.4,500,25,1X+2X
500,-1,4.732142857142857,-1.8365384615384615,0.5382796208981696,0.5238592518592522,0.057,-0.592,0.2971464285714282,0.07671428571428583,-0.16896656110093733,-0.013806133180406077,-0.001,-0.07748282134532129,0.41275887519301946,0.02405629518684904,0.002,4,0.4,500,25,1X+2X
500,-1,4.455357142857142,-1.9517959335350643,0.1868297019202292,0.4691246128871125,-0.03425,-0.714,0.2114266705516703,0.06371428571428572,-0.15822519137487248,-0.015302690016894173,-0.003,-0.055852675102675206,0.40924845586924713,0.013946233392354748,0.002,4,0.4,500,25,1X+2X
500,-1,4.455357142857142,-2.007073238652186,0.5720023138225938,0.5197020687645685,0.013,-0.497,0.2752832944832946,0.08771428571428587,-0.11917462536809811,-0.014882965917280982,-0.012,-0.10118818403818391,0.40335131554119025,0.01719712464281821,0.002,4,0.4,500,25,1X+2X
500,-1,4.323326510091216,-1.56656162464986,0.572201696562301,0.5410369047619045,0.061,-0.62,0.3194878427128428,0.07100000000000012,-0.1277696899346259,-0.018457684176027337,-0.01,-0.05879476911976922,0.4007163691114529,0.01398272320652211,0.002,4,0.4,500,25,1X+2X
500,-1,5.160714285714286,-1.975297926188019,0.7321982602537045,0.5476890193140196,0.08025,-0.519,0.3187966810966811,0.08814285714285733,-0.12850602923696705,-0.015941135633626764,-0.0075,-0.05843721139971149,0.40761207855308523,0.019092000417367753,0.002,4,0.4,500,25,1X+2X
500,-1,4.598214285714286,-2.7875,0.4759816681358883,0.5162782467532471,0.0105,-0.587,0.2714143967143967,0.07371428571428579,-0.12599670732469168,-0.016966539078248095,-0.003,-0.073913906926407,0.3935518883714464,0.01740000391185987,0.002,4,0.4,500,25,1X+2X
500,-1,5.214285714285714,-2.3666666666666667,0.6114315392487806,0.5527089826839829,0.09975,-0.666,0.3381615523365519,0.0672857142857144,-0.12205673458778127,-0.017633340819427402,-0.0075,-0.06146522921522928,0.40300378134125225,0.025176813223716996,0.002,4,0.4,500,25,1X+2X
500,-1,4.928571428571428,-1.4886051921635446,0.6720896794442672,0.550925555000555,0.0955,-0.596,0.35042715895215915,0.07785714285714303,-0.15709272102620023,-0.016279702282805647,-0.0005,-0.06193092740592741,0.41225687649129394,0.01692629685804931,0.002,4,0.4,500,25,1X+2X
