i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.26,-0.611,0.92,0.693,0.606,0.312,1.0,0.654,0.233,-0.022,-0.0,0.0,-0.125,0.509,0.091,0.001,8,0.5,1000,50,1X+2X
1,3.26,-0.559,1.021,0.566,0.606,0.312,1.0,0.654,0.233,-0.022,-0.0,0.0,-0.125,0.509,0.091,0.002,8,0.5,1000,50,1X+2X
2,3.26,-0.613,1.118,0.67,0.606,0.312,1.0,0.654,0.233,-0.022,-0.0,0.0,-0.125,0.509,0.091,0.004,8,0.5,1000,50,1X+2X
3,3.403,-0.617,1.138,0.529,0.644,0.375,1.0,0.647,0.167,0.0,-0.0,0.0,-0.205,0.66,0.115,0.001,8,0.5,1000,50,1X+2X
4,3.631,-0.668,1.181,0.594,0.676,0.688,1.0,0.769,0.0,0.0,-0.025,0.0,-0.171,0.536,0.158,0.001,8,0.5,1000,50,1X+2X
5,3.906,-0.632,1.226,0.604,0.686,0.688,1.0,0.7,0.133,0.0,-0.0,0.0,-0.307,0.754,0.251,0.001,8,0.5,1000,50,1X+2X
6,3.906,-0.604,1.292,0.64,0.686,0.688,1.0,0.7,0.133,0.0,-0.0,0.0,-0.307,0.754,0.251,0.002,8,0.5,1000,50,1X+2X
7,4.113,-0.524,1.334,0.639,0.665,0.625,1.0,1.0,0.167,0.0,-0.0,0.0,-0.304,0.714,0.247,0.001,8,0.5,1000,50,1X+2X
8,4.113,-0.529,1.399,0.685,0.665,0.625,1.0,1.0,0.167,0.0,-0.0,0.0,-0.304,0.714,0.247,0.002,8,0.5,1000,50,1X+2X
9,4.113,-0.483,1.458,0.716,0.665,0.625,1.0,1.0,0.167,0.0,-0.0,0.0,-0.304,0.714,0.247,0.004,8,0.5,1000,50,1X+2X
10,4.113,-0.529,1.489,0.717,0.665,0.625,1.0,1.0,0.167,0.0,-0.0,0.0,-0.304,0.714,0.247,0.008,8,0.5,1000,50,1X+2X
11,4.14,-0.525,1.545,0.773,0.806,0.812,1.0,1.0,0.067,0.0,-0.021,0.0,-0.29,0.492,0.273,0.001,8,0.5,1000,50,1X+2X
12,4.316,-0.518,1.58,0.747,0.728,0.812,1.0,1.0,0.067,0.0,-0.0,0.0,-0.318,0.76,0.266,0.001,8,0.5,1000,50,1X+2X
13,4.316,-0.522,1.573,0.734,0.728,0.812,1.0,1.0,0.067,0.0,-0.0,0.0,-0.318,0.76,0.266,0.002,8,0.5,1000,50,1X+2X
14,4.37,-0.487,1.61,0.787,0.747,0.75,1.0,1.0,0.133,0.0,-0.0,0.0,-0.297,0.708,0.328,0.001,8,0.5,1000,50,1X+2X
15,4.37,-0.544,1.631,0.776,0.747,0.75,1.0,1.0,0.133,0.0,-0.0,0.0,-0.297,0.708,0.328,0.002,8,0.5,1000,50,1X+2X
16,4.379,-0.392,1.639,0.71,0.805,0.812,1.0,1.0,0.067,-0.023,-0.0,0.0,-0.093,0.632,0.179,0.001,8,0.5,1000,50,1X+2X
17,4.401,-0.417,1.646,0.696,0.79,0.875,1.0,1.0,0.2,-0.018,-0.0,0.0,-0.388,0.7,0.242,0.001,8,0.5,1000,50,1X+2X
18,4.401,-0.403,1.718,0.826,0.79,0.875,1.0,1.0,0.2,-0.018,-0.0,0.0,-0.388,0.7,0.242,0.002,8,0.5,1000,50,1X+2X
19,4.489,-0.469,1.686,0.804,0.779,0.938,1.0,1.0,0.067,-0.042,-0.0,0.0,-0.078,0.69,0.136,0.001,8,0.5,1000,50,1X+2X
20,4.489,-0.339,1.769,0.87,0.779,0.938,1.0,1.0,0.067,-0.042,-0.0,0.0,-0.078,0.69,0.136,0.002,8,0.5,1000,50,1X+2X
21,4.489,-0.293,1.795,0.898,0.779,0.938,1.0,1.0,0.067,-0.042,-0.0,0.0,-0.078,0.69,0.136,0.004,8,0.5,1000,50,1X+2X
22,4.633,-0.357,1.785,0.867,0.765,1.0,1.0,0.875,0.267,-0.047,-0.0,0.0,-0.202,0.822,0.154,0.001,8,0.5,1000,50,1X+2X
23,4.643,-0.456,1.768,0.823,0.765,1.0,1.0,0.875,0.233,-0.045,-0.0,0.0,-0.077,0.792,0.1,0.001,8,0.5,1000,50,1X+2X
24,4.643,-0.423,1.76,0.791,0.765,1.0,1.0,0.875,0.233,-0.045,-0.0,0.0,-0.077,0.792,0.1,0.002,8,0.5,1000,50,1X+2X
25,4.788,-0.342,1.812,0.879,0.723,1.0,1.0,0.885,0.267,-0.042,-0.0,0.0,-0.182,0.864,0.273,0.001,8,0.5,1000,50,1X+2X
26,4.898,-0.428,1.797,0.871,0.723,1.0,1.0,0.875,0.333,-0.043,-0.0,0.0,-0.098,0.875,0.233,0.001,8,0.5,1000,50,1X+2X
27,4.898,-0.313,1.864,0.931,0.723,1.0,1.0,0.875,0.333,-0.043,-0.0,0.0,-0.098,0.875,0.233,0.002,8,0.5,1000,50,1X+2X
28,4.898,-0.328,1.885,0.973,0.723,1.0,1.0,0.875,0.333,-0.043,-0.0,0.0,-0.098,0.875,0.233,0.005,8,0.5,1000,50,1X+2X
29,4.898,-0.402,1.872,0.916,0.723,1.0,1.0,0.875,0.333,-0.043,-0.0,0.0,-0.098,0.875,0.233,0.011,8,0.5,1000,50,1X+2X
30,4.898,-0.3,1.882,0.921,0.723,1.0,1.0,0.875,0.333,-0.043,-0.0,0.0,-0.098,0.875,0.233,0.022,8,0.5,1000,50,1X+2X
31,4.985,-0.299,1.972,1.02,0.733,1.0,1.0,1.0,0.3,-0.065,-0.0,0.0,-0.06,0.915,0.163,0.001,8,0.5,1000,50,1X+2X
32,4.985,-0.363,1.89,0.896,0.733,1.0,1.0,1.0,0.3,-0.065,-0.0,0.0,-0.06,0.915,0.163,0.002,8,0.5,1000,50,1X+2X
33,4.985,-0.431,1.913,0.891,0.733,1.0,1.0,1.0,0.3,-0.065,-0.0,0.0,-0.06,0.915,0.163,0.005,8,0.5,1000,50,1X+2X
34,4.985,-0.436,1.908,0.818,0.733,1.0,1.0,1.0,0.3,-0.065,-0.0,0.0,-0.06,0.915,0.163,0.01,8,0.5,1000,50,1X+2X
35,4.985,-0.432,1.957,0.952,0.733,1.0,1.0,1.0,0.3,-0.065,-0.0,0.0,-0.06,0.915,0.163,0.021,8,0.5,1000,50,1X+2X
36,5.097,-0.467,1.974,0.981,0.78,1.0,1.0,1.0,0.4,-0.067,-0.0,0.0,-0.042,0.841,0.184,0.001,8,0.5,1000,50,1X+2X
37,5.097,-0.445,1.94,0.913,0.78,1.0,1.0,1.0,0.4,-0.067,-0.0,0.0,-0.042,0.841,0.184,0.002,8,0.5,1000,50,1X+2X
38,5.097,-0.377,2.002,0.947,0.78,1.0,1.0,1.0,0.4,-0.067,-0.0,0.0,-0.042,0.841,0.184,0.005,8,0.5,1000,50,1X+2X
39,5.097,-0.411,2.007,0.955,0.78,1.0,1.0,1.0,0.4,-0.067,-0.0,0.0,-0.042,0.841,0.184,0.01,8,0.5,1000,50,1X+2X
40,5.097,-0.469,1.968,0.926,0.78,1.0,1.0,1.0,0.4,-0.067,-0.0,0.0,-0.042,0.841,0.184,0.02,8,0.5,1000,50,1X+2X
41,5.097,-0.413,1.987,0.892,0.78,1.0,1.0,1.0,0.4,-0.067,-0.0,0.0,-0.042,0.841,0.184,0.042,8,0.5,1000,50,1X+2X
