i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
76,5.719,-0.413,4.317,5.469,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.089,0.957,0.67,0.001,8,0.5,1000,50,1X+2X
77,5.719,-0.43,4.329,5.475,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.089,0.957,0.67,0.002,8,0.5,1000,50,1X+2X
78,5.719,-0.649,4.334,5.475,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.089,0.957,0.67,0.003,8,0.5,1000,50,1X+2X
79,5.73,-0.548,4.339,5.48,0.75,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.125,0.957,0.68,0.001,8,0.5,1000,50,1X+2X
80,5.73,-0.514,4.322,5.486,0.75,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.125,0.957,0.68,0.001,8,0.5,1000,50,1X+2X
81,5.73,-0.408,4.351,5.492,0.75,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.125,0.957,0.68,0.002,8,0.5,1000,50,1X+2X
82,5.732,-0.408,4.345,5.493,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.665,0.001,8,0.5,1000,50,1X+2X
83,5.753,-0.36,4.368,5.493,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.054,0.957,0.686,0.001,8,0.5,1000,50,1X+2X
84,5.753,-0.795,4.368,5.497,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.054,0.957,0.686,0.001,8,0.5,1000,50,1X+2X
85,5.753,-0.51,4.386,5.503,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.054,0.957,0.686,0.001,8,0.5,1000,50,1X+2X
86,5.753,-0.563,4.392,5.503,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.054,0.957,0.686,0.002,8,0.5,1000,50,1X+2X
87,5.755,-0.419,4.383,5.505,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.001,8,0.5,1000,50,1X+2X
88,5.755,-0.589,4.392,5.508,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.001,8,0.5,1000,50,1X+2X
89,5.755,-0.718,4.398,5.514,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.002,8,0.5,1000,50,1X+2X
90,5.755,-0.581,4.396,5.521,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.002,8,0.5,1000,50,1X+2X
91,5.755,-0.654,4.412,5.521,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.004,8,0.5,1000,50,1X+2X
92,5.755,-0.657,4.402,5.526,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.004,8,0.5,1000,50,1X+2X
93,5.755,-0.559,4.416,5.531,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.004,8,0.5,1000,50,1X+2X
94,5.755,-0.758,4.431,5.536,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.005,8,0.5,1000,50,1X+2X
95,5.755,-0.567,4.417,5.544,0.714,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.071,0.957,0.688,0.005,8,0.5,1000,50,1X+2X
96,5.771,-0.829,4.424,5.554,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.036,0.957,0.686,0.001,8,0.5,1000,50,1X+2X
97,5.771,-0.455,4.437,5.565,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.036,0.957,0.686,0.001,8,0.5,1000,50,1X+2X
98,5.771,-0.899,4.435,5.579,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.036,0.957,0.686,0.001,8,0.5,1000,50,1X+2X
99,5.771,-0.521,4.455,5.601,0.696,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.036,0.957,0.686,0.003,8,0.5,1000,50,1X+2X
100,5.875,-0.805,4.47,5.634,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.001,8,0.5,1000,50,1X+2X
101,5.875,-0.601,4.464,5.667,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.001,8,0.5,1000,50,1X+2X
102,5.875,-0.637,4.463,5.713,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.001,8,0.5,1000,50,1X+2X
103,5.875,-0.758,4.465,5.718,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.002,8,0.5,1000,50,1X+2X
104,5.875,-0.408,4.473,5.721,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.002,8,0.5,1000,50,1X+2X
105,5.875,-0.561,4.46,5.726,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.002,8,0.5,1000,50,1X+2X
106,5.875,-0.301,4.495,5.73,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.002,8,0.5,1000,50,1X+2X
107,5.875,-0.579,4.488,5.73,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.003,8,0.5,1000,50,1X+2X
108,5.875,-0.475,4.508,5.732,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.003,8,0.5,1000,50,1X+2X
109,5.875,-0.607,4.481,5.736,0.786,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.107,0.904,0.849,0.005,8,0.5,1000,50,1X+2X
110,5.903,-0.816,4.493,5.737,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.001,8,0.5,1000,50,1X+2X
111,5.903,-0.562,4.502,5.739,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.001,8,0.5,1000,50,1X+2X
112,5.903,-0.339,4.496,5.744,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.001,8,0.5,1000,50,1X+2X
113,5.903,-0.612,4.487,5.748,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.001,8,0.5,1000,50,1X+2X
114,5.903,-1.041,4.507,5.75,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.002,8,0.5,1000,50,1X+2X
115,5.903,-0.613,4.523,5.75,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.003,8,0.5,1000,50,1X+2X
116,5.903,-0.801,4.527,5.75,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.005,8,0.5,1000,50,1X+2X
117,5.903,-0.949,4.5,5.753,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.008,8,0.5,1000,50,1X+2X
118,5.903,-0.574,4.524,5.753,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.01,8,0.5,1000,50,1X+2X
119,5.903,-0.783,4.523,5.753,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.014,8,0.5,1000,50,1X+2X
120,5.903,-0.471,4.548,5.753,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.024,8,0.5,1000,50,1X+2X
121,5.903,-0.81,4.553,5.756,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.034,8,0.5,1000,50,1X+2X
122,5.903,-0.402,4.569,5.769,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.042,8,0.5,1000,50,1X+2X
123,5.903,-1.086,4.545,5.771,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.057,8,0.5,1000,50,1X+2X
124,5.903,-0.516,4.569,5.771,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.066,8,0.5,1000,50,1X+2X
125,5.903,-0.941,4.574,5.771,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.082,8,0.5,1000,50,1X+2X
126,5.903,-0.71,4.565,5.773,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.111,8,0.5,1000,50,1X+2X
127,5.903,-0.512,4.587,5.798,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.137,8,0.5,1000,50,1X+2X
128,5.903,-0.752,4.601,5.834,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.175,8,0.5,1000,50,1X+2X
129,5.903,-0.379,4.596,5.863,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.208,8,0.5,1000,50,1X+2X
130,5.903,-0.548,4.609,5.863,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.235,8,0.5,1000,50,1X+2X
131,5.903,-0.5,4.601,5.869,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.28,8,0.5,1000,50,1X+2X
132,5.903,-0.699,4.613,5.875,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.313,8,0.5,1000,50,1X+2X
133,5.903,-0.3,4.631,5.875,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.35,8,0.5,1000,50,1X+2X
134,5.903,-1.061,4.612,5.875,0.75,1.0,1.0,1.0,0.467,0.0,-0.022,0.0,-0.036,0.904,0.84,0.386,8,0.5,1000,50,1X+2X
135,5.908,-0.549,4.613,5.879,0.799,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.107,0.908,0.862,0.001,8,0.5,1000,50,1X+2X
136,5.908,-0.492,4.64,5.885,0.799,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.107,0.908,0.862,0.001,8,0.5,1000,50,1X+2X
137,5.908,-0.725,4.645,5.903,0.799,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.107,0.908,0.862,0.001,8,0.5,1000,50,1X+2X
138,5.908,-0.528,4.637,5.903,0.799,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.107,0.908,0.862,0.001,8,0.5,1000,50,1X+2X
139,5.908,-0.696,4.614,5.903,0.799,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.107,0.908,0.862,0.001,8,0.5,1000,50,1X+2X
140,5.908,-0.564,4.636,5.903,0.799,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.107,0.908,0.862,0.001,8,0.5,1000,50,1X+2X
141,5.937,-0.486,4.647,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.001,8,0.5,1000,50,1X+2X
142,5.937,-0.32,4.643,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.001,8,0.5,1000,50,1X+2X
143,5.937,-0.331,4.64,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.001,8,0.5,1000,50,1X+2X
144,5.937,-0.633,4.631,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.002,8,0.5,1000,50,1X+2X
145,5.937,-0.64,4.638,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.003,8,0.5,1000,50,1X+2X
146,5.937,-0.355,4.647,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.002,8,0.5,1000,50,1X+2X
147,5.937,-0.692,4.632,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.003,8,0.5,1000,50,1X+2X
148,5.937,-0.3,4.63,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.005,8,0.5,1000,50,1X+2X
149,5.937,-0.6,4.663,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.004,8,0.5,1000,50,1X+2X
150,5.937,-0.347,4.639,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.004,8,0.5,1000,50,1X+2X
151,5.937,-0.603,4.64,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.005,8,0.5,1000,50,1X+2X
152,5.937,-0.406,4.651,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.007,8,0.5,1000,50,1X+2X
153,5.937,-0.567,4.631,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.005,8,0.5,1000,50,1X+2X
154,5.937,-0.655,4.645,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.009,8,0.5,1000,50,1X+2X
155,5.937,-0.347,4.663,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.01,8,0.5,1000,50,1X+2X
156,5.937,-0.73,4.663,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.011,8,0.5,1000,50,1X+2X
157,5.937,-0.921,4.648,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.013,8,0.5,1000,50,1X+2X
158,5.937,-0.496,4.66,5.903,0.763,1.0,1.0,1.0,0.467,0.0,-0.021,0.0,-0.036,0.908,0.856,0.015,8,0.5,1000,50,1X+2X
