,half,quarter,eighth,16th
half,0.14361298928572053,0.10042357533804828,0.005901375569333783,0.01568765885662696
quarter,0.3095872789524104,0.45705465569010967,0.2152856876008811,0.16383512036146136
eighth,0.4994925135592581,0.4366176224861048,0.7316521342176145,0.29352010537531925
16th,0.047307218202610954,0.005904146485737282,0.047160802612170545,0.5269571154065924
