,half,quarter,eighth,16th
half,0.4219347960204549,0.06843142988080375,0.019060657263722965,0.01878166183728131
quarter,0.3230428329608821,0.4803374856465071,0.18883954232116054,0.10647402553870691
eighth,0.21485927303518373,0.41551283638190567,0.6841859031862604,0.3545023717893798
16th,0.04016309798347928,0.03571824809078352,0.10791389722885611,0.5202419408346319
