,half,quarter,eighth,16th
half,0.1750464369236678,0.04570999795976243,0.03494444338823367,0.0200298406751999
quarter,0.6230770418993115,0.3369398081856005,0.09149379554022338,0.1504546127191014
eighth,0.16284494014560855,0.5947368650229456,0.8485844107393865,0.35150721385576544
16th,0.039031581031412244,0.022613328831691388,0.024977350332156367,0.47800833274993326
