i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.417,0.254,1.309,0.725,0.625,1.0,0.562,0.143,0.0,-0.0,0.0,-0.237,0.466,0.133,0.004,4,0.4,500,25,UX
1,3.496,0.864,1.996,0.626,0.625,1.0,0.667,0.214,0.0,-0.0,0.0,-0.136,0.5,0.0,0.002,4,0.4,500,25,UX
2,4.166,1.488,2.503,0.757,0.875,1.0,1.0,0.286,0.0,-0.0,0.0,-0.22,0.325,0.143,0.002,4,0.4,500,25,UX
3,4.252,1.968,2.838,0.833,0.875,1.0,0.731,0.357,0.0,-0.0,0.0,-0.125,0.581,0.0,0.002,4,0.4,500,25,UX
4,4.504,2.357,3.112,0.775,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,0.0,0.383,0.238,0.002,4,0.4,500,25,UX
5,4.504,2.636,3.362,0.775,0.75,1.0,1.0,0.357,0.0,-0.0,0.0,0.0,0.383,0.238,0.004,4,0.4,500,25,UX
6,4.699,2.942,3.579,0.833,1.0,1.0,0.75,0.286,0.0,-0.0,0.0,-0.25,0.898,0.182,0.002,4,0.4,500,25,UX
7,4.709,3.173,3.773,0.938,1.0,1.0,0.864,0.214,-0.077,-0.0,0.0,-0.062,0.667,0.167,0.002,4,0.4,500,25,UX
8,4.709,3.417,3.944,0.938,1.0,1.0,0.864,0.214,-0.077,-0.0,0.0,-0.062,0.667,0.167,0.004,4,0.4,500,25,UX
9,4.709,3.575,4.094,0.938,1.0,1.0,0.864,0.214,-0.077,-0.0,0.0,-0.062,0.667,0.167,0.008,4,0.4,500,25,UX
10,4.833,3.747,4.234,0.917,1.0,1.0,0.893,0.286,-0.077,-0.0,0.0,-0.25,0.898,0.167,0.002,4,0.4,500,25,UX
11,4.889,3.926,4.342,0.917,1.0,1.0,0.857,0.286,0.0,-0.0,0.0,-0.25,0.898,0.182,0.002,4,0.4,500,25,UX
