,half,quarter,eighth,16th
half,0.5084893504110196,0.06952720205138765,0.020808847315566325,0.015112864006184432
quarter,0.2885324714403343,0.461266509290963,0.2180277549466538,0.11258378152746153
eighth,0.18297964461084765,0.43972413337609806,0.6745306041558763,0.3115616226895315
16th,0.019998533537798423,0.029482155281551247,0.08663279358190357,0.5607417317768225
