,half,quarter,eighth,16th
half,0.282195871686617,0.06764999900577816,0.018007681102123176,0.02396956081403188
quarter,0.2555396486552192,0.4562090016694748,0.21514839684635959,0.1514948371317472
eighth,0.3576904833702674,0.44931728067481935,0.6726831752414365,0.3237983667167368
16th,0.10457399628789646,0.026823718649927657,0.09416074681008077,0.500737235337484
