i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.724,-1.85,0.572,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
1,3.724,-1.888,0.421,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
2,3.724,-2.311,0.424,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
3,3.724,-2.213,0.338,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
4,3.724,-1.609,0.475,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
5,3.724,-2.084,0.4,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
6,3.724,-1.809,0.491,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
7,3.724,-2.335,0.582,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
8,3.724,-1.924,0.472,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
9,3.724,-1.993,0.506,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
10,3.724,-1.922,0.573,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
11,3.724,-2.818,0.569,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
12,3.724,-1.614,0.578,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
13,3.724,-2.107,0.635,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
14,3.724,-1.546,0.559,0.658,0.625,1.0,1.0,0.143,0.0,-0.048,0.0,-0.215,0.326,0.235,0.006,4,0.4,300,15,UX
15,3.73,-1.958,0.592,0.866,0.75,1.0,1.0,0.143,-0.118,-0.0,0.0,-0.196,0.285,0.0,0.006,4,0.4,300,15,UX
16,3.73,-1.902,0.608,0.866,0.75,1.0,1.0,0.143,-0.118,-0.0,0.0,-0.196,0.285,0.0,0.006,4,0.4,300,15,UX
17,3.73,-2.073,0.684,0.866,0.75,1.0,1.0,0.143,-0.118,-0.0,0.0,-0.196,0.285,0.0,0.006,4,0.4,300,15,UX
18,3.73,-2.097,0.69,0.866,0.75,1.0,1.0,0.143,-0.118,-0.0,0.0,-0.196,0.285,0.0,0.006,4,0.4,300,15,UX
19,3.73,-1.851,0.608,0.866,0.75,1.0,1.0,0.143,-0.118,-0.0,0.0,-0.196,0.285,0.0,0.006,4,0.4,300,15,UX
20,3.73,-1.708,0.702,0.866,0.75,1.0,1.0,0.143,-0.118,-0.0,0.0,-0.196,0.285,0.0,0.006,4,0.4,300,15,UX
21,3.738,-1.985,0.699,0.842,0.875,0.5,1.0,0.143,-0.077,-0.038,0.0,-0.028,0.394,0.127,0.006,4,0.4,300,15,UX
22,3.738,-1.323,0.662,0.842,0.875,0.5,1.0,0.143,-0.077,-0.038,0.0,-0.028,0.394,0.127,0.006,4,0.4,300,15,UX
