,half,quarter,eighth,16th
half,0.48547009156317794,0.18077336639424843,0.005501548307094436,0.005677420181833908
quarter,0.14502169636539647,0.25866920856705206,0.1724325097837111,0.12937069253242003
eighth,0.33927011881499386,0.5526026846168045,0.7901126666768615,0.3626309968896942
16th,0.030238093256431724,0.007954740421894915,0.03195327523233297,0.5023208903960519
