34,5.283,5.257,5.257,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.552,0.393,0.002,4,0.4,1000,50,1X+2X
35,5.283,5.257,5.257,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.552,0.393,0.004,4,0.4,1000,50,1X+2X
36,5.283,5.257,5.257,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.552,0.393,0.01,4,0.4,1000,50,1X+2X
37,5.283,5.257,5.258,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.552,0.393,0.023,4,0.4,1000,50,1X+2X
38,5.283,5.257,5.258,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.552,0.393,0.059,4,0.4,1000,50,1X+2X
39,5.283,5.257,5.26,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.552,0.393,0.128,4,0.4,1000,50,1X+2X
40,5.283,5.257,5.262,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.552,0.393,0.216,4,0.4,1000,50,1X+2X
41,5.329,5.257,5.266,0.917,0.875,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,0.333,4,0.4,1000,50,1X+2X
42,5.454,5.257,5.269,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,0.472,4,0.4,1000,50,1X+2X
43,5.454,5.257,5.274,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,0.62,4,0.4,1000,50,1X+2X
44,5.454,5.257,5.279,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,0.754,4,0.4,1000,50,1X+2X
45,5.454,5.257,5.287,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,0.883,4,0.4,1000,50,1X+2X
46,5.454,5.257,5.298,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,0.975,4,0.4,1000,50,1X+2X
47,5.454,5.283,5.315,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,1.0,4,0.4,1000,50,1X+2X
48,5.454,5.283,5.336,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,1.0,4,0.4,1000,50,1X+2X
49,5.454,5.283,5.361,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,1.0,4,0.4,1000,50,1X+2X
50,5.454,5.283,5.388,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.723,0.393,1.0,4,0.4,1000,50,1X+2X
51,5.481,5.283,5.413,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.75,0.393,1.0,4,0.4,1000,50,1X+2X
52,5.481,5.283,5.431,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.75,0.393,1.0,4,0.4,1000,50,1X+2X
53,5.481,5.329,5.443,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.75,0.393,1.0,4,0.4,1000,50,1X+2X
54,5.481,5.329,5.452,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.75,0.393,1.0,4,0.4,1000,50,1X+2X
55,5.481,5.454,5.457,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.75,0.393,1.0,4,0.4,1000,50,1X+2X
56,5.481,5.454,5.46,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.75,0.393,1.0,4,0.4,1000,50,1X+2X
57,5.481,5.454,5.463,0.917,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.75,0.393,1.0,4,0.4,1000,50,1X+2X
