I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
100,-1,4.266766566766567,-1.8593313570487484,0.336936316129192,0.4920497113997117,-0.02375,-0.636,0.23788327228327244,0.07014285714285719,-0.12415556050745483,-0.017351224016011888,-0.006,-0.07031279137529133,0.3973610108536986,0.01706904034841085,0.002,4,0.4,500,25,1X+2X
100,-1,4.291666666666667,-1.9544871794871796,0.07645745946021588,0.4635588245088245,-0.06875,-0.761,0.17583709068709052,0.048999999999999995,-0.12983360154711177,-0.016741184777768137,-0.009,-0.05347873376623379,0.40878745894199336,0.018077605413421082,0.002,4,0.4,500,25,1X+2X
100,-1,4.0750058356676,-2.231818181818182,0.2906368923068347,0.49930289432789426,-0.00175,-0.733,0.24852551892551872,0.07071428571428579,-0.10527778060734115,-0.017278378531937408,-0.0025,-0.0911205919080919,0.3989621287586763,0.024058815627829556,0.002,4,0.4,500,25,1X+2X
100,-1,4.077510822510822,-1.804754942912838,0.23942731726189734,0.4847370712620714,-0.01675,-0.734,0.22396888111888094,0.05414285714285719,-0.11528507976998861,-0.018802549012113912,-0.007,-0.04912965922965928,0.39666844085959607,0.020877354890254187,0.002,4,0.4,500,25,1X+2X
100,-1,4.106872294372295,-2.3691176470588236,0.04002891021717838,0.4525136002886002,-0.091,-0.757,0.1594540043290042,0.05057142857142862,-0.09529723738001945,-0.0156722454959893,-0.012,-0.07322330447330448,0.3983662659206569,0.023316398456801602,0.002,4,0.4,500,25,1X+2X
100,-1,4.5125,-1.9876165501165504,0.19098377541147998,0.465278232878233,-0.0345,-0.686,0.18797095127095112,0.05671428571428577,-0.10962130094421875,-0.01540969102732148,-0.0105,-0.07466520562770564,0.391983685349366,0.019732817797889268,0.002,4,0.4,500,25,1X+2X
100,-1,4.232142857142857,-2.0641871222173083,0.32297612652337715,0.4832710026085026,-0.0055,-0.657,0.20715326617826613,0.07314285714285718,-0.09224446595475733,-0.018187694436707147,-0.0055,-0.09839534493284488,0.4108449736193211,0.025391532298738893,0.002,4,0.4,500,25,1X+2X
100,-1,4.336763845889233,-1.7606180856180853,0.4409231309451166,0.5285845057720057,0.08025,-0.728,0.2993100288600287,0.06385714285714288,-0.11003761906274039,-0.017350829697155425,-0.007,-0.07687608225108232,0.3883129958788746,0.019872988588042807,0.002,4,0.4,500,25,1X+2X
100,-1,4.163001191704753,-2.5393965919701214,0.07243551215596204,0.46430889249639284,-0.07025,-0.79,0.19226429681429685,0.04971428571428567,-0.11588824625927553,-0.016234940471745285,-0.0155,-0.05939224386724396,0.4114297853977222,0.021983682331529714,0.002,4,0.4,500,25,1X+2X
100,-1,3.9306153529992542,-1.8954831932773109,0.1697770469968897,0.4826693126318128,-0.0055,-0.774,0.21370501720501728,0.05585714285714289,-0.11283627359326012,-0.016134350405632235,-0.0225,-0.07493535769785767,0.40680396456086937,0.016647591438798192,0.002,4,0.4,500,25,1X+2X
