i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.226,-0.503,1.097,1.087,0.739,0.5,1.0,0.545,0.0,0.0,-0.027,-0.125,-0.265,0.624,0.235,0.001,8,0.5,1000,50,1X+2X
1,3.38,-0.492,1.421,1.81,0.662,0.562,1.0,0.559,0.133,0.0,-0.0,0.0,-0.179,0.488,0.155,0.001,8,0.5,1000,50,1X+2X
2,3.521,-0.5,1.616,2.21,0.731,0.562,1.0,0.458,0.167,-0.023,-0.0,0.0,-0.146,0.605,0.167,0.001,8,0.5,1000,50,1X+2X
3,3.787,-0.411,1.767,2.452,0.731,0.625,1.0,0.735,0.2,0.0,-0.0,0.0,-0.271,0.559,0.207,0.001,8,0.5,1000,50,1X+2X
4,3.849,-0.415,1.882,2.651,0.688,0.625,1.0,0.778,0.2,0.0,-0.0,0.0,-0.162,0.589,0.131,0.001,8,0.5,1000,50,1X+2X
5,3.871,-0.511,1.957,2.851,0.742,0.688,1.0,0.722,0.2,0.0,-0.0,-0.125,-0.196,0.379,0.462,0.001,8,0.5,1000,50,1X+2X
6,4.12,-0.437,2.098,3.06,0.765,0.688,1.0,1.0,0.133,-0.037,-0.0,0.0,-0.181,0.618,0.135,0.001,8,0.5,1000,50,1X+2X
7,4.143,-0.406,2.184,3.21,0.747,0.688,1.0,0.769,0.2,0.0,-0.0,0.0,-0.231,0.773,0.197,0.001,8,0.5,1000,50,1X+2X
8,4.256,-0.394,2.251,3.366,0.784,0.875,1.0,1.0,0.067,-0.036,-0.0,0.0,-0.223,0.669,0.12,0.001,8,0.5,1000,50,1X+2X
9,4.294,-0.369,2.342,3.476,0.684,0.812,1.0,0.85,0.2,0.0,-0.0,0.0,-0.212,0.845,0.114,0.001,8,0.5,1000,50,1X+2X
10,4.402,-0.361,2.406,3.586,0.781,0.938,1.0,0.735,0.267,0.0,-0.0,0.0,-0.271,0.78,0.172,0.001,8,0.5,1000,50,1X+2X
11,4.557,-0.351,2.477,3.721,0.832,0.938,1.0,0.912,0.267,-0.025,-0.0,0.0,-0.216,0.85,0.0,0.001,8,0.5,1000,50,1X+2X
