i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.492,-2.935,0.362,0.573,0.625,0.5,1.0,0.286,0.0,-0.0,0.0,-0.201,0.528,0.182,0.001,4,0.4,1000,50,1X+2X
1,3.584,-2.707,0.305,0.75,0.375,1.0,0.625,0.214,-0.143,-0.0,0.0,0.0,0.762,0.0,0.001,4,0.4,1000,50,1X+2X
2,3.709,-1.986,0.265,0.771,0.625,1.0,0.812,0.143,0.0,-0.0,0.0,-0.188,0.237,0.308,0.001,4,0.4,1000,50,1X+2X
3,3.709,-2.0,0.327,0.771,0.625,1.0,0.812,0.143,0.0,-0.0,0.0,-0.188,0.237,0.308,0.001,4,0.4,1000,50,1X+2X
4,3.709,-2.223,0.3,0.771,0.625,1.0,0.812,0.143,0.0,-0.0,0.0,-0.188,0.237,0.308,0.001,4,0.4,1000,50,1X+2X
5,3.709,-2.154,0.185,0.771,0.625,1.0,0.812,0.143,0.0,-0.0,0.0,-0.188,0.237,0.308,0.001,4,0.4,1000,50,1X+2X
6,3.709,-2.201,0.188,0.771,0.625,1.0,0.812,0.143,0.0,-0.0,0.0,-0.188,0.237,0.308,0.001,4,0.4,1000,50,1X+2X
7,3.709,-1.859,0.228,0.771,0.625,1.0,0.812,0.143,0.0,-0.0,0.0,-0.188,0.237,0.308,0.001,4,0.4,1000,50,1X+2X
8,3.709,-2.338,0.22,0.771,0.625,1.0,0.812,0.143,0.0,-0.0,0.0,-0.188,0.237,0.308,0.001,4,0.4,1000,50,1X+2X
9,4.509,-1.965,0.227,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
10,4.509,-2.004,0.196,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
11,4.509,-1.893,0.261,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
12,4.509,-2.008,0.304,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
13,4.509,-2.637,0.267,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
14,4.509,-2.501,0.246,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
15,4.509,-2.162,0.287,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
16,4.509,-1.827,0.305,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
17,4.509,-2.085,0.29,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
18,4.509,-2.277,0.287,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
19,4.509,-2.151,0.259,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
20,4.509,-2.443,0.275,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
21,4.509,-2.007,0.271,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
22,4.509,-2.172,0.281,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
23,4.509,-2.111,0.273,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
24,4.509,-2.003,0.288,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
25,4.509,-1.799,0.328,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
26,4.509,-1.995,0.322,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
27,4.509,-2.359,0.305,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
28,4.509,-1.884,0.339,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
29,4.509,-2.289,0.334,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
30,4.509,-2.036,0.33,0.875,0.75,1.0,0.812,0.071,0.0,-0.0,0.0,0.0,1.0,0.0,0.001,4,0.4,1000,50,1X+2X
