,half,quarter,eighth,16th
half,0.3936630192311138,0.06992666184738351,0.019817121505720462,0.034591953491353016
quarter,0.370190013391835,0.485670188112529,0.22383261926755116,0.1291119182206092
eighth,0.2086146682142704,0.42127252387241276,0.657131672237925,0.34689876629712724
16th,0.027532299162780785,0.023130626167674754,0.09921858698880329,0.4893973619909105
