i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
401,3.863,0.508,2.463,2.193,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
402,3.92,0.508,2.503,2.276,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
403,3.879,0.508,2.461,2.214,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
404,3.879,0.508,2.454,2.207,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
405,3.906,0.508,2.46,2.183,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
406,3.906,0.508,2.513,2.241,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
407,3.835,0.508,2.496,2.231,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
408,3.834,0.508,2.464,2.233,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
409,3.853,0.508,2.463,2.206,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
410,3.855,0.508,2.455,2.22,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
411,3.876,0.508,2.519,2.288,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
412,3.864,0.508,2.45,2.2,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
413,3.899,0.508,2.505,2.269,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
414,3.857,0.508,2.449,2.221,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
415,3.881,0.508,2.475,2.211,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
416,3.862,0.508,2.473,2.199,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
417,3.941,0.508,2.5,2.25,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
418,3.863,0.508,2.485,2.231,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
419,3.911,0.508,2.529,2.314,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
420,3.876,0.508,2.497,2.248,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
421,3.838,0.508,2.479,2.241,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
422,3.876,0.508,2.48,2.206,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
423,3.874,0.508,2.491,2.239,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
424,3.87,0.508,2.488,2.232,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
425,3.866,0.508,2.463,2.213,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
426,3.876,0.508,2.481,2.252,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
427,3.921,0.508,2.492,2.255,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
428,3.835,0.508,2.454,2.198,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
429,3.86,0.508,2.504,2.245,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
430,3.886,0.508,2.47,2.237,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
431,3.894,0.508,2.507,2.265,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
432,3.901,0.508,2.524,2.296,0.633,-0.125,1.0,0.531,0.0,-0.024,-0.0,0.0,-0.062,0.747,0.799,0.001,8,0.5,1000,50,1X+2X
