i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.473,-0.889,0.938,0.729,0.625,0.5,1.0,0.0,-0.04,-0.0,0.0,-0.125,0.673,0.111,0.003,4,0.5,300,5,UX
1,3.473,-0.347,1.354,0.729,0.625,0.5,1.0,0.0,-0.04,-0.0,0.0,-0.125,0.673,0.111,0.003,4,0.5,300,5,UX
2,3.473,0.012,1.802,0.729,0.625,0.5,1.0,0.0,-0.04,-0.0,0.0,-0.125,0.673,0.111,0.003,4,0.5,300,5,UX
3,3.973,0.268,2.164,0.95,0.875,1.0,1.0,0.214,-0.133,-0.0,0.0,-0.454,0.521,0.0,0.003,4,0.5,300,5,UX
4,3.973,0.473,2.493,0.95,0.875,1.0,1.0,0.214,-0.133,-0.0,0.0,-0.454,0.521,0.0,0.003,4,0.5,300,5,UX
5,3.973,1.286,2.738,0.95,0.875,1.0,1.0,0.214,-0.133,-0.0,0.0,-0.454,0.521,0.0,0.003,4,0.5,300,5,UX
6,3.973,1.495,2.898,0.95,0.875,1.0,1.0,0.214,-0.133,-0.0,0.0,-0.454,0.521,0.0,0.003,4,0.5,300,5,UX
7,4.091,2.205,3.062,0.887,0.625,1.0,1.0,0.429,0.0,-0.0,0.0,-0.286,0.437,0.0,0.003,4,0.5,300,5,UX
8,4.399,2.348,3.202,0.825,1.0,1.0,1.0,0.286,-0.1,-0.0,0.0,-0.196,0.585,0.0,0.003,4,0.5,300,5,UX
9,4.399,2.586,3.364,0.825,1.0,1.0,1.0,0.286,-0.1,-0.0,0.0,-0.196,0.585,0.0,0.003,4,0.5,300,5,UX
10,4.41,2.838,3.507,0.9,1.0,1.0,1.0,0.214,-0.118,-0.0,0.0,-0.337,0.465,0.286,0.003,4,0.5,300,5,UX
11,4.59,2.932,3.639,0.762,0.75,1.0,1.0,0.286,0.0,-0.0,0.0,-0.229,0.636,0.385,0.003,4,0.5,300,5,UX
12,4.664,3.004,3.761,0.829,1.0,1.0,1.0,0.429,-0.05,-0.0,0.0,-0.246,0.586,0.118,0.003,4,0.5,300,5,UX
13,4.705,3.211,3.871,0.817,1.0,1.0,1.0,0.143,-0.048,-0.0,0.0,-0.083,0.651,0.225,0.003,4,0.5,300,5,UX
14,4.838,3.388,3.971,0.792,1.0,0.5,0.85,0.786,-0.056,-0.0,0.0,0.0,0.715,0.251,0.003,4,0.5,300,5,UX
15,4.838,3.404,4.07,0.792,1.0,0.5,0.85,0.786,-0.056,-0.0,0.0,0.0,0.715,0.251,0.003,4,0.5,300,5,UX
16,5.107,3.404,4.161,0.723,1.0,1.0,1.0,0.286,-0.043,-0.0,0.0,-0.05,0.906,0.286,0.003,4,0.5,300,5,UX
17,5.107,3.614,4.253,0.723,1.0,1.0,1.0,0.286,-0.043,-0.0,0.0,-0.05,0.906,0.286,0.003,4,0.5,300,5,UX
18,5.109,3.614,4.335,0.796,1.0,1.0,1.0,0.429,-0.043,-0.0,0.0,-0.083,0.906,0.105,0.003,4,0.5,300,5,UX
19,5.109,3.884,4.404,0.796,1.0,1.0,1.0,0.429,-0.043,-0.0,0.0,-0.083,0.906,0.105,0.003,4,0.5,300,5,UX
20,5.109,3.974,4.473,0.796,1.0,1.0,1.0,0.429,-0.043,-0.0,0.0,-0.083,0.906,0.105,0.003,4,0.5,300,5,UX
21,5.109,4.056,4.55,0.796,1.0,1.0,1.0,0.429,-0.043,-0.0,0.0,-0.083,0.906,0.105,0.003,4,0.5,300,5,UX
22,5.203,4.07,4.615,0.796,1.0,1.0,1.0,0.429,-0.043,-0.0,0.0,-0.083,0.906,0.2,0.003,4,0.5,300,5,UX
23,5.203,4.152,4.674,0.796,1.0,1.0,1.0,0.429,-0.043,-0.0,0.0,-0.083,0.906,0.2,0.003,4,0.5,300,5,UX
24,5.203,4.183,4.716,0.796,1.0,1.0,1.0,0.429,-0.043,-0.0,0.0,-0.083,0.906,0.2,0.003,4,0.5,300,5,UX
25,5.234,4.226,4.761,0.754,1.0,1.0,1.0,0.5,-0.043,-0.0,0.0,-0.05,0.863,0.211,0.003,4,0.5,300,5,UX
26,5.234,4.354,4.805,0.754,1.0,1.0,1.0,0.5,-0.043,-0.0,0.0,-0.05,0.863,0.211,0.003,4,0.5,300,5,UX
27,5.235,4.427,4.844,0.825,1.0,1.0,0.812,0.786,-0.105,-0.0,0.0,-0.042,0.614,0.344,0.003,4,0.5,300,5,UX
28,5.235,4.427,4.88,0.825,1.0,1.0,0.812,0.786,-0.105,-0.0,0.0,-0.042,0.614,0.344,0.003,4,0.5,300,5,UX
29,5.235,4.513,4.911,0.825,1.0,1.0,0.812,0.786,-0.105,-0.0,0.0,-0.042,0.614,0.344,0.003,4,0.5,300,5,UX
