i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.443,-0.632,0.815,0.542,0.5,1.0,0.625,0.286,0.0,-0.0,0.0,-0.104,0.341,0.253,0.02,4,0.4,100,5,UX
1,3.443,-0.012,1.466,0.542,0.5,1.0,0.625,0.286,0.0,-0.0,0.0,-0.104,0.341,0.253,0.04,4,0.4,100,5,UX
2,3.443,0.671,2.112,0.542,0.5,1.0,0.625,0.286,0.0,-0.0,0.0,-0.104,0.341,0.253,0.09,4,0.4,100,5,UX
3,3.443,1.322,2.505,0.542,0.5,1.0,0.625,0.286,0.0,-0.0,0.0,-0.104,0.341,0.253,0.16,4,0.4,100,5,UX
4,3.811,2.063,2.858,0.604,0.75,1.0,0.625,0.429,-0.071,-0.0,0.0,0.0,0.474,0.0,0.01,4,0.4,100,5,UX
5,3.811,2.291,3.097,0.604,0.75,1.0,0.625,0.429,-0.071,-0.0,0.0,0.0,0.474,0.0,0.02,4,0.4,100,5,UX
6,3.811,2.695,3.318,0.604,0.75,1.0,0.625,0.429,-0.071,-0.0,0.0,0.0,0.474,0.0,0.04,4,0.4,100,5,UX
7,3.957,2.948,3.473,0.667,0.75,1.0,0.786,0.429,-0.071,-0.0,0.0,0.0,0.397,0.0,0.01,4,0.4,100,5,UX
8,4.048,3.171,3.576,0.704,0.875,1.0,0.55,0.5,0.0,-0.0,0.0,-0.1,0.376,0.143,0.01,4,0.4,100,5,UX
9,4.048,3.331,3.697,0.704,0.875,1.0,0.55,0.5,0.0,-0.0,0.0,-0.1,0.376,0.143,0.02,4,0.4,100,5,UX
10,4.048,3.443,3.783,0.704,0.875,1.0,0.55,0.5,0.0,-0.0,0.0,-0.1,0.376,0.143,0.05,4,0.4,100,5,UX
11,4.112,3.544,3.867,0.75,0.75,1.0,1.0,0.357,-0.143,-0.0,0.0,0.0,0.397,0.0,0.01,4,0.4,100,5,UX
12,4.4,3.698,3.935,0.679,1.0,1.0,0.55,0.571,0.0,-0.0,0.0,-0.1,0.566,0.133,0.01,4,0.4,100,5,UX
13,4.4,3.811,3.978,0.679,1.0,1.0,0.55,0.571,0.0,-0.0,0.0,-0.1,0.566,0.133,0.02,4,0.4,100,5,UX
14,4.4,3.811,4.021,0.679,1.0,1.0,0.55,0.571,0.0,-0.0,0.0,-0.1,0.566,0.133,0.04,4,0.4,100,5,UX
