i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.627,-1.175,0.405,0.887,0.875,0.5,0.833,0.286,-0.045,-0.0,0.0,-0.277,0.423,0.145,0.002,4,0.4,1000,50,NONE
1,3.683,-1.093,0.365,0.887,0.75,0.5,1.0,0.286,-0.045,-0.045,0.0,-0.277,0.483,0.145,0.004,4,0.4,1000,50,NONE
2,3.013,-1.054,0.36,0.692,0.75,0.5,0.6,0.143,0.0,-0.045,0.0,-0.073,0.447,0.0,0.004,4,0.4,1000,50,NONE
3,3.077,-1.073,0.269,0.731,0.625,0.5,0.786,0.214,0.0,-0.053,0.0,-0.207,0.481,0.0,0.004,4,0.4,1000,50,NONE
4,3.105,-1.069,0.28,0.679,0.375,1.0,0.786,0.071,0.0,-0.043,0.0,-0.121,0.36,0.0,0.001,4,0.4,1000,50,NONE
5,3.105,-1.405,0.127,0.679,0.375,1.0,0.786,0.071,0.0,-0.043,0.0,-0.121,0.36,0.0,0.002,4,0.4,1000,50,NONE
6,2.797,-1.583,-0.113,0.625,0.25,0.5,1.0,0.143,-0.08,-0.0,0.0,-0.268,0.627,0.0,0.004,4,0.4,1000,50,NONE
7,3.14,-2.24,-0.095,0.732,0.625,0.5,1.0,0.143,-0.048,-0.0,0.0,-0.155,0.342,0.0,0.004,4,0.4,1000,50,NONE
8,2.787,-1.528,-0.144,0.625,0.25,1.0,0.4,0.071,0.0,-0.0,0.0,-0.25,0.51,0.18,0.002,4,0.4,1000,50,NONE
9,2.848,-1.395,-0.078,0.7,0.625,0.5,0.786,0.143,0.0,-0.167,0.0,-0.092,0.353,0.0,0.002,4,0.4,1000,50,NONE
10,3.023,-2.147,-0.304,0.682,0.625,0.5,0.786,0.0,0.0,-0.0,0.0,-0.161,0.438,0.153,0.001,4,0.4,1000,50,NONE
11,3.517,-1.815,-0.374,0.726,0.875,0.5,1.0,0.143,-0.091,-0.045,0.0,-0.042,0.346,0.105,0.002,4,0.4,1000,50,NONE
12,3.201,-1.957,-0.39,0.69,0.625,0.5,1.0,0.143,-0.091,-0.045,0.0,-0.077,0.346,0.111,0.004,4,0.4,1000,50,NONE
13,3.022,-1.891,-0.351,0.537,0.375,0.5,1.0,0.286,0.0,-0.0,0.0,-0.175,0.38,0.119,0.002,4,0.4,1000,50,NONE
14,2.24,-2.01,-0.451,0.452,0.5,0.5,0.5,0.071,-0.08,-0.0,0.0,-0.22,0.421,0.095,0.004,4,0.4,1000,50,NONE
15,2.318,-2.003,-0.5,0.62,0.0,0.5,0.625,0.286,-0.031,-0.0,0.0,-0.05,0.368,0.0,0.004,4,0.4,1000,50,NONE
16,2.56,-1.95,-0.553,0.567,0.625,0.5,0.5,0.143,0.0,-0.038,0.0,-0.265,0.302,0.227,0.008,4,0.4,1000,50,NONE
17,2.536,-1.766,-0.558,0.539,0.625,0.5,0.625,0.071,0.0,-0.062,0.0,0.0,0.238,0.0,0.001,4,0.4,1000,50,NONE
18,2.66,-1.849,-0.608,0.579,0.5,1.0,0.625,0.143,0.0,-0.125,0.0,-0.196,0.133,0.0,0.001,4,0.4,1000,50,NONE
19,2.154,-1.802,-0.756,0.548,0.5,0.5,0.35,0.143,0.0,-0.048,0.0,-0.131,0.292,0.0,0.002,4,0.4,1000,50,NONE
20,2.62,-2.004,-0.509,0.602,0.375,1.0,0.438,0.286,-0.062,-0.188,0.0,-0.207,0.376,0.0,0.001,4,0.4,1000,50,NONE
21,2.723,-1.876,-0.584,0.602,0.625,1.0,0.438,0.214,-0.062,-0.125,0.0,-0.207,0.238,0.0,0.002,4,0.4,1000,50,NONE
22,2.758,-2.016,-0.669,0.742,0.625,1.0,0.312,0.143,-0.133,-0.0,0.0,-0.217,0.286,0.0,0.002,4,0.4,1000,50,NONE
23,2.299,-2.332,-0.786,0.552,0.125,1.0,0.25,0.286,-0.053,-0.053,0.0,-0.149,0.34,0.0,0.008,4,0.4,1000,50,NONE
24,1.757,-2.184,-0.88,0.349,0.0,0.5,0.25,0.0,0.0,-0.0,0.0,-0.14,0.644,0.154,0.004,4,0.4,1000,50,NONE
25,2.108,-2.31,-1.041,0.492,0.375,1.0,0.0,0.143,0.0,-0.111,0.0,0.0,0.21,0.0,0.001,4,0.4,1000,50,NONE
26,2.226,-2.286,-0.972,0.621,0.75,0.5,0.286,0.0,0.0,-0.0,0.0,-0.128,0.198,0.0,0.004,4,0.4,1000,50,NONE
27,2.041,-2.746,-0.985,0.517,0.375,1.0,0.15,0.143,-0.059,-0.118,0.0,-0.092,0.125,0.0,0.008,4,0.4,1000,50,NONE
28,1.59,-2.37,-0.906,0.396,0.125,0.5,0.167,0.071,0.0,-0.0,0.0,-0.157,0.488,0.0,0.002,4,0.4,1000,50,NONE
29,1.428,-2.213,-0.978,0.378,-0.375,0.5,0.5,0.0,-0.031,-0.031,0.0,-0.131,0.457,0.162,0.002,4,0.4,1000,50,NONE
30,1.716,-2.423,-0.994,0.518,-0.125,0.5,0.6,0.0,-0.042,-0.083,0.0,-0.107,0.33,0.125,0.012,4,0.4,1000,50,NONE
31,1.918,-2.347,-1.038,0.302,0.0,1.0,0.167,0.143,0.0,-0.053,0.0,-0.083,0.309,0.133,0.002,4,0.4,1000,50,NONE
32,1.918,-2.324,-1.087,0.302,0.0,1.0,0.167,0.143,0.0,-0.053,0.0,-0.083,0.309,0.133,0.004,4,0.4,1000,50,NONE
33,1.818,-2.415,-1.025,0.44,0.25,0.5,0.5,0.0,0.0,-0.045,0.0,-0.113,0.286,0.0,0.004,4,0.4,1000,50,NONE
34,1.801,-2.383,-1.25,0.374,-0.375,1.0,0.562,0.143,0.0,-0.043,0.0,-0.155,0.295,0.0,0.002,4,0.4,1000,50,NONE
35,1.801,-2.704,-1.218,0.374,-0.375,1.0,0.562,0.143,0.0,-0.043,0.0,-0.155,0.295,0.0,0.004,4,0.4,1000,50,NONE
36,2.191,-2.405,-1.132,0.295,-0.125,0.5,1.0,0.0,0.0,-0.0,0.0,-0.031,0.553,0.0,0.001,4,0.4,1000,50,NONE
37,1.797,-2.378,-1.144,0.301,0.125,0.5,0.5,0.0,0.0,-0.036,0.0,-0.031,0.439,0.0,0.002,4,0.4,1000,50,NONE
38,2.362,-2.474,-1.082,0.425,0.25,1.0,0.571,0.143,-0.053,-0.105,0.0,-0.092,0.222,0.0,0.004,4,0.4,1000,50,NONE
39,1.602,-2.333,-1.155,0.219,0.125,0.5,0.5,0.143,0.0,-0.087,0.0,-0.125,0.327,0.0,0.002,4,0.4,1000,50,NONE
40,1.556,-2.322,-1.065,0.434,-0.125,0.5,0.333,0.0,0.0,-0.04,0.0,-0.042,0.39,0.105,0.001,4,0.4,1000,50,NONE
41,1.556,-2.236,-1.216,0.434,-0.125,0.5,0.333,0.0,0.0,-0.04,0.0,-0.042,0.39,0.105,0.002,4,0.4,1000,50,NONE
42,1.558,-2.373,-1.246,0.333,-0.375,0.5,1.0,0.0,-0.042,-0.042,0.0,-0.167,0.35,0.0,0.001,4,0.4,1000,50,NONE
43,1.585,-2.728,-1.27,0.458,-0.125,0.5,0.5,0.071,-0.042,-0.042,0.0,-0.167,0.43,0.0,0.002,4,0.4,1000,50,NONE
44,1.585,-2.868,-1.127,0.458,-0.125,0.5,0.5,0.071,-0.042,-0.042,0.0,-0.167,0.43,0.0,0.004,4,0.4,1000,50,NONE
45,1.211,-2.374,-1.249,0.251,0.0,0.5,0.25,0.0,-0.037,-0.037,0.0,-0.176,0.459,0.0,0.004,4,0.4,1000,50,NONE
46,1.528,-2.87,-1.275,0.5,0.125,0.5,0.312,0.0,-0.059,-0.059,0.0,-0.042,0.25,0.0,0.002,4,0.4,1000,50,NONE
