i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.175,-1.611,0.9,0.704,0.625,1.0,0.273,0.143,0.0,-0.062,0.0,-0.062,0.371,0.184,0.003,4,0.5,300,5,UX
1,3.175,-0.353,1.347,0.704,0.625,1.0,0.273,0.143,0.0,-0.062,0.0,-0.062,0.371,0.184,0.003,4,0.5,300,5,UX
2,3.531,0.165,1.782,0.815,0.375,0.5,1.0,0.214,-0.043,-0.0,0.0,-0.301,0.671,0.3,0.003,4,0.5,300,5,UX
3,3.537,0.454,2.151,0.775,0.625,1.0,0.667,0.286,0.0,-0.0,0.0,-0.292,0.476,0.0,0.003,4,0.5,300,5,UX
4,3.715,0.833,2.401,0.656,0.875,1.0,0.438,0.286,-0.05,-0.0,0.0,-0.036,0.441,0.105,0.003,4,0.5,300,5,UX
5,3.748,1.399,2.642,0.833,0.625,1.0,0.812,0.286,-0.059,-0.0,0.0,-0.458,0.575,0.133,0.003,4,0.5,300,5,UX
6,3.82,1.77,2.818,0.7,0.875,1.0,0.625,0.214,-0.053,-0.0,0.0,-0.142,0.6,0.0,0.003,4,0.5,300,5,UX
7,4.075,2.247,3.016,0.875,0.875,1.0,0.85,0.286,-0.067,-0.0,0.0,-0.458,0.571,0.143,0.003,4,0.5,300,5,UX
8,4.204,2.331,3.164,0.81,0.625,1.0,1.0,0.071,-0.136,-0.0,0.0,-0.196,0.935,0.095,0.003,4,0.5,300,5,UX
9,4.21,2.474,3.313,0.792,0.875,1.0,0.667,0.286,0.0,-0.067,0.0,-0.2,0.571,0.286,0.003,4,0.5,300,5,UX
10,4.28,2.685,3.437,0.777,1.0,1.0,0.714,0.214,-0.053,-0.0,0.0,-0.134,0.761,0.0,0.003,4,0.5,300,5,UX
11,4.311,2.685,3.544,0.812,1.0,1.0,0.812,0.429,-0.062,-0.0,0.0,-0.125,0.445,0.0,0.003,4,0.5,300,5,UX
12,4.533,2.69,3.667,0.854,1.0,1.0,0.864,0.286,0.0,-0.077,0.0,0.0,0.606,0.0,0.003,4,0.5,300,5,UX
13,4.533,3.003,3.771,0.854,1.0,1.0,0.864,0.286,0.0,-0.077,0.0,0.0,0.606,0.0,0.003,4,0.5,300,5,UX
14,4.533,3.036,3.866,0.854,1.0,1.0,0.864,0.286,0.0,-0.077,0.0,0.0,0.606,0.0,0.003,4,0.5,300,5,UX
15,4.534,3.24,3.942,0.75,1.0,1.0,0.778,0.357,0.0,-0.0,0.0,-0.062,0.711,0.0,0.003,4,0.5,300,5,UX
16,4.555,3.286,4.001,0.812,1.0,1.0,0.85,0.5,0.0,-0.0,0.0,-0.125,0.518,0.0,0.003,4,0.5,300,5,UX
17,4.555,3.286,4.067,0.812,1.0,1.0,0.85,0.5,0.0,-0.0,0.0,-0.125,0.518,0.0,0.003,4,0.5,300,5,UX
18,4.732,3.559,4.132,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.0,0.003,4,0.5,300,5,UX
19,4.732,3.701,4.188,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.0,0.003,4,0.5,300,5,UX
20,4.732,3.783,4.236,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.0,0.003,4,0.5,300,5,UX
21,4.732,3.842,4.273,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.0,0.003,4,0.5,300,5,UX
22,4.875,3.891,4.323,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
23,4.875,3.977,4.364,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
24,4.875,3.977,4.393,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
25,4.875,3.977,4.427,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
26,4.875,4.067,4.463,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
27,4.875,4.067,4.493,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
28,4.875,4.221,4.523,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
29,4.875,4.229,4.546,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
30,4.875,4.316,4.574,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
31,4.875,4.317,4.595,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
32,4.875,4.391,4.616,0.75,1.0,1.0,0.833,0.5,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
33,4.918,4.399,4.636,0.792,1.0,1.0,0.833,0.571,0.0,-0.0,0.0,-0.05,0.618,0.154,0.003,4,0.5,300,5,UX
34,4.918,4.431,4.656,0.792,1.0,1.0,0.833,0.571,0.0,-0.0,0.0,-0.05,0.618,0.154,0.003,4,0.5,300,5,UX
35,4.965,4.431,4.679,0.833,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,0.0,0.642,0.133,0.003,4,0.5,300,5,UX
36,4.965,4.453,4.695,0.833,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,0.0,0.642,0.133,0.003,4,0.5,300,5,UX
37,4.965,4.453,4.714,0.833,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,0.0,0.642,0.133,0.003,4,0.5,300,5,UX
38,4.972,4.453,4.735,0.86,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.042,0.663,0.205,0.003,4,0.5,300,5,UX
39,4.982,4.51,4.755,0.833,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.711,0.143,0.003,4,0.5,300,5,UX
40,4.993,4.533,4.772,0.833,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.711,0.154,0.003,4,0.5,300,5,UX
41,4.993,4.555,4.786,0.833,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.711,0.154,0.003,4,0.5,300,5,UX
42,5.025,4.555,4.807,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.01,4,0.5,300,5,UX
43,5.025,4.555,4.826,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.013,4,0.5,300,5,UX
44,5.025,4.555,4.843,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.017,4,0.5,300,5,UX
45,5.025,4.555,4.862,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.023,4,0.5,300,5,UX
46,5.025,4.652,4.877,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.027,4,0.5,300,5,UX
47,5.025,4.652,4.895,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.043,4,0.5,300,5,UX
48,5.025,4.704,4.91,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.067,4,0.5,300,5,UX
49,5.025,4.709,4.927,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.1,4,0.5,300,5,UX
50,5.025,4.712,4.942,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.147,4,0.5,300,5,UX
51,5.025,4.737,4.956,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.05,0.618,0.154,0.21,4,0.5,300,5,UX
52,5.057,4.737,4.967,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.154,0.003,4,0.5,300,5,UX
53,5.057,4.737,4.977,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.154,0.007,4,0.5,300,5,UX
54,5.106,4.807,4.987,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.083,0.642,0.286,0.003,4,0.5,300,5,UX
55,5.106,4.807,4.994,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.083,0.642,0.286,0.01,4,0.5,300,5,UX
56,5.106,4.821,5.0,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.083,0.642,0.286,0.013,4,0.5,300,5,UX
57,5.106,4.821,5.01,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.083,0.642,0.286,0.027,4,0.5,300,5,UX
58,5.106,4.821,5.018,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.083,0.642,0.286,0.047,4,0.5,300,5,UX
59,5.106,4.861,5.024,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.083,0.642,0.286,0.063,4,0.5,300,5,UX
60,5.106,4.861,5.028,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.083,0.642,0.286,0.087,4,0.5,300,5,UX
61,5.211,4.861,5.036,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.007,4,0.5,300,5,UX
62,5.211,4.861,5.043,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.013,4,0.5,300,5,UX
63,5.211,4.861,5.049,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.02,4,0.5,300,5,UX
64,5.211,4.861,5.058,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.03,4,0.5,300,5,UX
65,5.211,4.879,5.07,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.05,4,0.5,300,5,UX
66,5.211,4.879,5.08,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.07,4,0.5,300,5,UX
67,5.211,4.892,5.091,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.1,4,0.5,300,5,UX
68,5.211,4.91,5.102,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.13,4,0.5,300,5,UX
69,5.211,4.91,5.113,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.173,4,0.5,300,5,UX
70,5.211,4.939,5.125,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.642,0.308,0.233,4,0.5,300,5,UX
71,5.226,4.966,5.138,0.812,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.677,0.308,0.02,4,0.5,300,5,UX
72,5.255,4.966,5.155,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.593,0.4,0.003,4,0.5,300,5,UX
73,5.255,4.981,5.168,0.833,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,0.0,0.593,0.4,0.01,4,0.5,300,5,UX
