I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
500,-1,4.5818627450980385,-2.215909090909091,0.29104616741663153,0.4855108826358825,-0.035833333333333335,-0.6283333333333333,0.21980704943204926,0.07166666666666663,-0.154046768265743,-0.01778106147718925,-0.009166666666666667,-0.07712746512746516,0.40729766716268667,0.029052529723076682,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.694047619047619,-2.1647654338415214,0.0821303854923526,0.46980269961520016,-0.055,-0.8066666666666666,0.22362025012024986,0.04547619047619043,-0.13373088942947178,-0.0206502055954156,-0.0016666666666666668,-0.06903312890812895,0.39411087244743337,0.03586793009962886,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.7630952380952385,-1.6890137481384622,0.38482967629808174,0.5104678192178197,0.043333333333333335,-0.7166666666666667,0.2594354256854255,0.06309523809523807,-0.105740545308185,-0.01650722756368791,-0.0016666666666666668,-0.08891058247308256,0.4055622619276189,0.0324272867169355,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.268179394564844,-1.626899947878209,0.6707347819679761,0.5596494107744104,0.12083333333333333,-0.56,0.31997033059533064,0.05738095238095235,-0.15335049185301494,-0.015786278353620606,-0.013333333333333334,-0.07966375060125065,0.4064230954625008,0.028611513562667414,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.794642857142857,-1.9797219447219447,0.4544605591664113,0.503948958448959,0.010833333333333334,-0.58,0.23267412217412195,0.08690476190476192,-0.1332817735848303,-0.01922255359911062,-0.010833333333333334,-0.07899974793724805,0.4166340392605841,0.025802752499172542,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.281222943722945,-1.6810688405797103,0.5563109208863455,0.5454598965848969,0.07416666666666667,-0.63,0.3201117123617121,0.0588095238095238,-0.1600698632457463,-0.019126321007434804,-0.0008333333333333334,-0.043793831168831204,0.3918958080109574,0.019690662207934216,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.3125,-1.71875,0.5407928605057958,0.5359562012062015,0.09541666666666666,-0.7233333333333334,0.30251135438635435,0.06523809523809518,-0.08093696327731068,-0.019223032376883345,-0.009166666666666667,-0.054270111832611885,0.40088578852248574,0.0277148619727985,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.333449883449884,-1.6779797195558066,0.4754920901625075,0.5307380952380952,0.05875,-0.69,0.2968717301217301,0.06714285714285713,-0.11453239929750052,-0.020946334362490934,-0.0033333333333333335,-0.07120851370851376,0.39050253701638177,0.0315074513452818,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.651785714285714,-1.7641637659913523,0.43318272713421946,0.5372531866281867,0.065,-0.7216666666666667,0.31320571095571087,0.05523809523809518,-0.12200043152663897,-0.01738133749651899,-0.01,-0.09369781144781146,0.4005914681399343,0.026640513309927373,0.0033333333333333335,4,0.4,300,15,1X+2X
500,-1,4.193189264009697,-1.6032356532356533,0.4753332601640935,0.544156158656159,0.10125,-0.7566666666666667,0.32118043530543555,0.062142857142857104,-0.15224769402440058,-0.018190404903968425,-0.01,-0.047822129259629295,0.4108860410455062,0.020644662868801383,0.0033333333333333335,4,0.4,300,15,1X+2X
