I,I_CONV,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,5.917202068982255,0.6310362387072722,4.023926525179089,5.917202068982255,0.7823706470612735,0.625875,0.271,0.7580324517286974,0.20569999999999833,-0.0077653007482443945,-0.007010201393129001,-0.001,-0.0599190386002884,0.7167478600535603,0.7398951070772466,0.55,8,0.5,1000,50,1X+2X,50
500,-1,6.0317417024347675,0.5695023915689552,4.09131794427633,6.0317417024347675,0.7600137799700296,0.6495,0.3095,0.7582157036435847,0.37220000000000086,-0.0408808265302076,-0.007459025323861462,-0.00025,-0.03862606247918759,0.7120850558002338,0.6170193191957192,0.55,8,0.5,1000,50,1X+2X,50
500,-1,5.700932897745181,-0.09642730166003846,3.69690095274014,5.700932897745181,0.679811406302028,0.583375,0.3685,0.68090185496198,0.23349999999999826,-0.006002795118493225,-0.0074570118299929445,-0.01375,-0.13740935175935284,0.7181513686651138,0.5972804815188757,0.55,8,0.5,1000,50,1X+2X,50
