,half,quarter,eighth,16th
half,0.4769586554859496,0.07352649817829865,0.02196200663689707,0.025201874926218473
quarter,0.3588851960120386,0.4955585490743487,0.21293047029604592,0.12378774006753282
eighth,0.14195829973469726,0.40143554432233264,0.6698357448668021,0.3673123415582516
16th,0.022197848767314513,0.02947940842501994,0.0952717782002549,0.4836980434479971
