i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.082,0.234,1.007,0.791,0.557,0.312,1.0,0.538,0.0,0.0,-0.028,0.0,-0.173,0.667,0.208,0.001,8,0.5,1000,50,NONE
1,3.049,0.497,1.265,1.121,0.634,0.5,0.5,0.545,0.233,0.0,-0.0,0.0,-0.237,0.686,0.187,0.001,8,0.5,1000,50,NONE
2,3.088,0.656,1.418,1.328,0.664,0.375,1.0,0.625,0.2,-0.069,-0.034,0.0,-0.08,0.408,0.0,0.001,8,0.5,1000,50,NONE
3,3.462,0.805,1.562,1.5,0.704,0.625,1.0,0.714,0.067,-0.03,-0.0,0.0,-0.2,0.453,0.129,0.001,8,0.5,1000,50,NONE
4,3.462,0.907,1.642,1.599,0.704,0.625,1.0,0.714,0.067,-0.03,-0.0,0.0,-0.2,0.453,0.129,0.001,8,0.5,1000,50,NONE
5,3.462,1.009,1.712,1.685,0.704,0.625,1.0,0.714,0.067,-0.03,-0.0,0.0,-0.2,0.453,0.129,0.001,8,0.5,1000,50,NONE
6,3.458,1.129,1.782,1.741,0.69,0.75,0.5,0.7,0.133,0.0,-0.0,0.0,-0.196,0.517,0.364,0.001,8,0.5,1000,50,NONE
7,3.455,1.209,1.814,1.74,0.664,0.688,0.5,1.0,0.233,-0.02,-0.02,0.0,-0.257,0.531,0.136,0.001,8,0.5,1000,50,NONE
8,3.455,1.289,1.843,1.771,0.664,0.688,0.5,1.0,0.233,-0.02,-0.02,0.0,-0.257,0.531,0.136,0.001,8,0.5,1000,50,NONE
9,3.455,1.289,1.852,1.803,0.664,0.688,0.5,1.0,0.233,-0.02,-0.02,0.0,-0.257,0.531,0.136,0.001,8,0.5,1000,50,NONE
10,3.289,1.3,1.853,1.795,0.731,0.625,1.0,0.567,0.133,-0.024,-0.024,0.0,-0.337,0.436,0.182,0.001,8,0.5,1000,50,NONE
11,3.273,1.321,1.874,1.81,0.731,0.625,1.0,0.567,0.133,-0.024,-0.024,0.0,-0.358,0.436,0.186,0.001,8,0.5,1000,50,NONE
12,3.273,1.247,1.853,1.798,0.731,0.625,1.0,0.567,0.133,-0.024,-0.024,0.0,-0.358,0.436,0.186,0.001,8,0.5,1000,50,NONE
13,3.107,1.29,1.871,1.808,0.557,0.438,1.0,0.111,0.233,0.0,-0.0,0.0,-0.047,0.685,0.131,0.001,8,0.5,1000,50,NONE
14,3.137,1.302,1.866,1.804,0.746,0.625,0.5,0.9,0.133,0.0,-0.024,0.0,-0.235,0.345,0.147,0.001,8,0.5,1000,50,NONE
15,3.153,1.313,1.883,1.83,0.663,0.438,1.0,0.679,0.033,0.0,-0.023,0.0,-0.207,0.463,0.108,0.001,8,0.5,1000,50,NONE
16,3.251,1.354,1.884,1.823,0.642,0.562,1.0,0.679,0.033,0.0,-0.023,0.0,-0.187,0.433,0.111,0.001,8,0.5,1000,50,NONE
17,3.459,1.346,1.889,1.841,0.679,0.5,1.0,0.69,0.1,0.0,-0.0,0.0,-0.142,0.527,0.104,0.001,8,0.5,1000,50,NONE
18,3.251,1.374,1.886,1.822,0.642,0.562,1.0,0.679,0.033,0.0,-0.023,0.0,-0.187,0.433,0.111,0.001,8,0.5,1000,50,NONE
19,3.487,1.333,1.869,1.796,0.748,0.562,1.0,0.609,0.133,-0.032,-0.0,0.0,-0.104,0.571,0.0,0.001,8,0.5,1000,50,NONE
20,3.487,1.364,1.883,1.824,0.748,0.562,1.0,0.609,0.133,-0.032,-0.0,0.0,-0.104,0.571,0.0,0.001,8,0.5,1000,50,NONE
21,3.487,1.365,1.882,1.833,0.748,0.562,1.0,0.609,0.133,-0.032,-0.0,0.0,-0.104,0.571,0.0,0.001,8,0.5,1000,50,NONE
22,3.362,1.395,1.888,1.819,0.613,0.5,0.5,1.0,0.133,-0.014,-0.0,0.0,-0.224,0.715,0.14,0.001,8,0.5,1000,50,NONE
23,3.285,1.314,1.882,1.812,0.613,0.375,0.5,1.0,0.133,-0.014,-0.0,0.0,-0.224,0.763,0.14,0.001,8,0.5,1000,50,NONE
24,3.341,1.386,1.907,1.843,0.697,0.625,1.0,0.727,0.033,-0.049,-0.024,0.0,-0.092,0.373,0.051,0.001,8,0.5,1000,50,NONE
25,3.341,1.322,1.903,1.843,0.697,0.625,1.0,0.727,0.033,-0.049,-0.024,0.0,-0.092,0.373,0.051,0.001,8,0.5,1000,50,NONE
26,3.341,1.373,1.919,1.858,0.697,0.625,1.0,0.727,0.033,-0.049,-0.024,0.0,-0.092,0.373,0.051,0.001,8,0.5,1000,50,NONE
27,3.229,1.383,1.937,1.882,0.618,0.75,0.5,0.5,0.167,0.0,-0.0,0.0,-0.11,0.649,0.155,0.001,8,0.5,1000,50,NONE
28,3.229,1.396,1.938,1.897,0.618,0.75,0.5,0.5,0.167,0.0,-0.0,0.0,-0.11,0.649,0.155,0.001,8,0.5,1000,50,NONE
29,3.229,1.407,1.934,1.888,0.618,0.75,0.5,0.5,0.167,0.0,-0.0,0.0,-0.11,0.649,0.155,0.001,8,0.5,1000,50,NONE
30,3.324,1.389,1.919,1.879,0.707,0.438,1.0,0.538,0.267,0.0,-0.0,0.0,-0.084,0.35,0.108,0.001,8,0.5,1000,50,NONE
31,3.229,1.402,1.906,1.857,0.618,0.75,0.5,0.5,0.167,0.0,-0.0,0.0,-0.11,0.649,0.155,0.001,8,0.5,1000,50,NONE
32,3.537,1.436,1.911,1.855,0.63,0.562,1.0,0.438,0.133,-0.027,-0.0,0.0,-0.104,0.693,0.212,0.001,8,0.5,1000,50,NONE
33,3.682,1.362,1.897,1.84,0.782,0.75,0.5,1.0,0.233,0.0,-0.0,0.0,-0.247,0.469,0.195,0.001,8,0.5,1000,50,NONE
34,3.682,1.401,1.916,1.868,0.782,0.75,0.5,1.0,0.233,0.0,-0.0,0.0,-0.247,0.469,0.195,0.001,8,0.5,1000,50,NONE
35,3.391,1.378,1.898,1.849,0.764,0.625,0.5,0.846,0.233,0.0,-0.0,0.0,-0.247,0.469,0.2,0.001,8,0.5,1000,50,NONE
36,3.242,1.336,1.877,1.83,0.672,0.375,1.0,0.55,0.067,0.0,-0.042,0.0,-0.171,0.651,0.14,0.001,8,0.5,1000,50,NONE
37,3.242,1.408,1.894,1.846,0.647,0.5,1.0,0.767,0.033,0.0,-0.0,0.0,-0.226,0.396,0.126,0.001,8,0.5,1000,50,NONE
38,4.042,1.389,1.896,1.841,0.661,0.688,1.0,0.864,0.0,0.0,-0.022,0.0,-0.119,0.772,0.2,0.001,8,0.5,1000,50,NONE
39,3.866,1.347,1.892,1.831,0.661,0.688,1.0,0.864,0.0,0.0,-0.022,0.0,-0.119,0.695,0.1,0.001,8,0.5,1000,50,NONE
40,3.866,1.372,1.901,1.849,0.661,0.688,1.0,0.864,0.0,0.0,-0.022,0.0,-0.119,0.695,0.1,0.001,8,0.5,1000,50,NONE
41,3.304,1.381,1.9,1.831,0.643,0.25,1.0,0.727,0.067,0.0,-0.022,0.0,-0.119,0.605,0.154,0.001,8,0.5,1000,50,NONE
42,3.304,1.364,1.895,1.832,0.643,0.25,1.0,0.727,0.067,0.0,-0.022,0.0,-0.119,0.605,0.154,0.001,8,0.5,1000,50,NONE
43,3.304,1.386,1.893,1.828,0.643,0.25,1.0,0.727,0.067,0.0,-0.022,0.0,-0.119,0.605,0.154,0.001,8,0.5,1000,50,NONE
44,3.526,1.385,1.901,1.833,0.7,0.5,1.0,0.8,0.067,0.0,-0.027,0.0,-0.258,0.559,0.187,0.001,8,0.5,1000,50,NONE
45,3.526,1.352,1.912,1.841,0.7,0.5,1.0,0.8,0.067,0.0,-0.027,0.0,-0.258,0.559,0.187,0.001,8,0.5,1000,50,NONE
46,3.526,1.374,1.914,1.849,0.7,0.5,1.0,0.8,0.067,0.0,-0.027,0.0,-0.258,0.559,0.187,0.001,8,0.5,1000,50,NONE
47,3.434,1.331,1.898,1.847,0.659,0.625,0.5,0.8,0.267,0.0,-0.0,0.0,-0.14,0.485,0.238,0.001,8,0.5,1000,50,NONE
48,3.348,1.313,1.877,1.834,0.717,0.625,1.0,0.542,0.233,0.0,-0.0,0.0,-0.237,0.4,0.069,0.001,8,0.5,1000,50,NONE
49,3.348,1.338,1.887,1.841,0.717,0.625,1.0,0.542,0.233,0.0,-0.0,0.0,-0.237,0.4,0.069,0.001,8,0.5,1000,50,NONE
50,3.26,1.36,1.899,1.85,0.644,0.25,1.0,0.769,0.167,0.0,-0.0,0.0,-0.295,0.516,0.21,0.001,8,0.5,1000,50,NONE
51,3.272,1.379,1.922,1.863,0.65,0.812,0.5,0.75,0.0,0.0,-0.0,0.0,-0.209,0.673,0.096,0.001,8,0.5,1000,50,NONE
52,3.377,1.408,1.916,1.851,0.696,0.438,1.0,0.605,0.1,0.0,-0.0,0.0,-0.285,0.509,0.314,0.001,8,0.5,1000,50,NONE
53,3.246,1.364,1.913,1.846,0.717,0.562,0.5,0.625,0.133,0.0,-0.0,0.0,-0.283,0.682,0.309,0.001,8,0.5,1000,50,NONE
54,3.297,1.363,1.92,1.853,0.737,0.438,1.0,0.8,0.133,0.0,-0.0,0.0,-0.223,0.348,0.065,0.001,8,0.5,1000,50,NONE
55,3.299,1.396,1.931,1.857,0.737,0.438,1.0,0.8,0.133,0.0,-0.0,0.0,-0.223,0.348,0.067,0.001,8,0.5,1000,50,NONE
56,3.299,1.351,1.91,1.843,0.737,0.438,1.0,0.8,0.133,0.0,-0.0,0.0,-0.223,0.348,0.067,0.001,8,0.5,1000,50,NONE
57,3.525,1.376,1.912,1.851,0.708,0.5,1.0,1.0,0.067,0.0,-0.051,0.0,-0.251,0.322,0.231,0.001,8,0.5,1000,50,NONE
58,3.251,1.398,1.922,1.871,0.62,0.5,1.0,0.545,0.133,-0.048,-0.0,0.0,-0.284,0.442,0.343,0.001,8,0.5,1000,50,NONE
59,3.127,1.314,1.906,1.845,0.759,0.438,0.5,0.591,0.233,-0.019,-0.019,0.0,-0.222,0.616,0.25,0.001,8,0.5,1000,50,NONE
60,3.135,1.333,1.897,1.845,0.59,0.375,1.0,0.65,0.1,0.0,-0.039,0.0,-0.202,0.393,0.268,0.001,8,0.5,1000,50,NONE
61,3.162,1.308,1.873,1.827,0.568,0.5,1.0,0.192,0.233,-0.095,-0.0,0.0,-0.145,0.688,0.221,0.001,8,0.5,1000,50,NONE
62,3.162,1.343,1.873,1.832,0.568,0.5,1.0,0.192,0.233,-0.095,-0.0,0.0,-0.145,0.688,0.221,0.001,8,0.5,1000,50,NONE
63,3.046,1.332,1.868,1.835,0.568,0.438,1.0,0.192,0.2,-0.095,-0.0,0.0,-0.145,0.668,0.221,0.001,8,0.5,1000,50,NONE
64,3.083,1.369,1.886,1.837,0.585,0.375,1.0,0.423,0.3,0.0,-0.054,0.0,-0.183,0.453,0.184,0.001,8,0.5,1000,50,NONE
65,3.083,1.388,1.889,1.826,0.585,0.375,1.0,0.423,0.3,0.0,-0.054,0.0,-0.183,0.453,0.184,0.001,8,0.5,1000,50,NONE
66,3.083,1.404,1.907,1.853,0.585,0.375,1.0,0.423,0.3,0.0,-0.054,0.0,-0.183,0.453,0.184,0.001,8,0.5,1000,50,NONE
67,3.659,1.339,1.902,1.837,0.714,0.625,1.0,0.7,0.0,0.0,-0.0,0.0,-0.137,0.564,0.194,0.001,8,0.5,1000,50,NONE
