i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.277,-1.202,0.955,0.896,0.625,0.5,0.875,0.143,0.0,-0.0,0.0,-0.271,0.375,0.133,0.01,4,0.5,100,5,UX
1,3.456,-0.117,1.553,0.767,0.625,0.5,0.864,0.286,-0.05,-0.0,0.0,-0.146,0.611,0.0,0.01,4,0.5,100,5,UX
2,3.456,0.365,1.931,0.767,0.625,0.5,0.864,0.286,-0.05,-0.0,0.0,-0.146,0.611,0.0,0.01,4,0.5,100,5,UX
3,3.456,0.538,2.307,0.767,0.625,0.5,0.864,0.286,-0.05,-0.0,0.0,-0.146,0.611,0.0,0.01,4,0.5,100,5,UX
4,3.635,0.986,2.624,0.768,0.625,0.5,1.0,0.429,0.0,-0.0,0.0,-0.196,0.51,0.0,0.01,4,0.5,100,5,UX
5,3.635,1.712,2.883,0.768,0.625,0.5,1.0,0.429,0.0,-0.0,0.0,-0.196,0.51,0.0,0.01,4,0.5,100,5,UX
6,4.05,2.131,3.071,0.81,1.0,0.5,1.0,0.214,-0.045,-0.0,0.0,-0.182,0.601,0.153,0.01,4,0.5,100,5,UX
7,4.081,2.422,3.279,0.7,1.0,1.0,0.833,0.286,-0.05,-0.0,0.0,-0.267,0.454,0.125,0.01,4,0.5,100,5,UX
8,4.562,2.798,3.441,0.804,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.211,0.533,0.151,0.01,4,0.5,100,5,UX
9,4.562,2.798,3.551,0.804,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.211,0.533,0.151,0.01,4,0.5,100,5,UX
10,4.562,2.875,3.697,0.804,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.211,0.533,0.151,0.01,4,0.5,100,5,UX
11,4.562,3.208,3.789,0.804,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.211,0.533,0.151,0.01,4,0.5,100,5,UX
12,4.586,3.208,3.895,0.744,1.0,0.5,1.0,0.429,-0.038,-0.0,0.0,-0.107,0.938,0.122,0.01,4,0.5,100,5,UX
13,4.586,3.208,3.982,0.744,1.0,0.5,1.0,0.429,-0.038,-0.0,0.0,-0.107,0.938,0.122,0.01,4,0.5,100,5,UX
14,4.586,3.208,4.042,0.744,1.0,0.5,1.0,0.429,-0.038,-0.0,0.0,-0.107,0.938,0.122,0.01,4,0.5,100,5,UX
15,4.586,3.432,4.133,0.744,1.0,0.5,1.0,0.429,-0.038,-0.0,0.0,-0.107,0.938,0.122,0.01,4,0.5,100,5,UX
16,4.586,3.69,4.22,0.744,1.0,0.5,1.0,0.429,-0.038,-0.0,0.0,-0.107,0.938,0.122,0.01,4,0.5,100,5,UX
17,4.586,3.69,4.276,0.744,1.0,0.5,1.0,0.429,-0.038,-0.0,0.0,-0.107,0.938,0.122,0.01,4,0.5,100,5,UX
18,4.732,3.912,4.352,0.762,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.161,0.578,0.17,0.03,4,0.5,100,5,UX
19,4.732,3.916,4.428,0.762,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.161,0.578,0.17,0.06,4,0.5,100,5,UX
20,4.772,3.916,4.478,0.762,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.161,0.578,0.21,0.02,4,0.5,100,5,UX
21,4.772,4.182,4.535,0.762,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.161,0.578,0.21,0.02,4,0.5,100,5,UX
22,4.772,4.182,4.58,0.762,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.161,0.578,0.21,0.03,4,0.5,100,5,UX
23,4.772,4.182,4.607,0.762,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.161,0.578,0.21,0.03,4,0.5,100,5,UX
24,4.772,4.351,4.644,0.762,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.161,0.578,0.21,0.03,4,0.5,100,5,UX
25,4.875,4.465,4.674,0.804,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.077,0.578,0.142,0.01,4,0.5,100,5,UX
26,4.875,4.465,4.693,0.804,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.077,0.578,0.142,0.01,4,0.5,100,5,UX
27,4.875,4.492,4.707,0.804,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.077,0.578,0.142,0.01,4,0.5,100,5,UX
28,4.875,4.492,4.729,0.804,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.077,0.578,0.142,0.01,4,0.5,100,5,UX
29,4.875,4.492,4.74,0.804,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.077,0.578,0.142,0.01,4,0.5,100,5,UX
30,4.919,4.506,4.755,0.804,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.042,0.578,0.151,0.01,4,0.5,100,5,UX
31,4.932,4.641,4.777,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.21,0.01,4,0.5,100,5,UX
32,4.932,4.641,4.788,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.21,0.01,4,0.5,100,5,UX
33,4.932,4.641,4.8,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.21,0.01,4,0.5,100,5,UX
34,4.932,4.641,4.821,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.21,0.01,4,0.5,100,5,UX
35,4.932,4.641,4.827,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.21,0.02,4,0.5,100,5,UX
36,4.932,4.641,4.838,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.21,0.05,4,0.5,100,5,UX
37,4.932,4.641,4.851,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.21,0.07,4,0.5,100,5,UX
38,4.962,4.641,4.866,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.01,4,0.5,100,5,UX
39,4.962,4.713,4.883,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.01,4,0.5,100,5,UX
40,4.962,4.713,4.897,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.02,4,0.5,100,5,UX
41,4.962,4.713,4.91,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.04,4,0.5,100,5,UX
42,4.962,4.823,4.92,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.07,4,0.5,100,5,UX
43,4.962,4.823,4.925,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.09,4,0.5,100,5,UX
44,4.962,4.823,4.931,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.08,4,0.5,100,5,UX
45,4.962,4.875,4.936,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.15,4,0.5,100,5,UX
46,4.962,4.885,4.943,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.198,0.2,4,0.5,100,5,UX
47,5.057,4.893,4.949,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.376,0.01,4,0.5,100,5,UX
48,5.057,4.893,4.951,0.804,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.376,0.01,4,0.5,100,5,UX
49,5.075,4.929,4.957,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.352,0.01,4,0.5,100,5,UX
50,5.075,4.932,4.958,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.352,0.01,4,0.5,100,5,UX
51,5.075,4.932,4.962,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.352,0.01,4,0.5,100,5,UX
52,5.075,4.932,4.965,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.352,0.01,4,0.5,100,5,UX
53,5.075,4.932,4.97,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.352,0.02,4,0.5,100,5,UX
54,5.075,4.937,4.975,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.352,0.04,4,0.5,100,5,UX
55,5.099,4.937,4.982,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.376,0.01,4,0.5,100,5,UX
56,5.099,4.937,4.99,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.376,0.02,4,0.5,100,5,UX
57,5.099,4.937,4.997,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.376,0.09,4,0.5,100,5,UX
58,5.099,4.937,5.01,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.376,0.11,4,0.5,100,5,UX
59,5.099,4.937,5.018,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.083,0.578,0.376,0.15,4,0.5,100,5,UX
60,5.133,4.962,5.04,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.368,0.01,4,0.5,100,5,UX
61,5.133,4.962,5.049,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.368,0.01,4,0.5,100,5,UX
62,5.133,4.962,5.06,0.845,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.042,0.578,0.368,0.01,4,0.5,100,5,UX
