i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.158,-0.742,0.993,0.8,0.5,0.5,0.682,0.214,0.0,-0.0,0.0,-0.2,0.662,0.0,0.01,4,0.5,100,5,UX
1,3.329,0.02,1.432,0.825,0.625,0.5,0.7,0.286,0.0,-0.0,0.0,-0.212,0.606,0.0,0.01,4,0.5,100,5,UX
2,4.187,0.37,1.872,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.01,4,0.5,100,5,UX
3,4.187,0.808,2.283,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.01,4,0.5,100,5,UX
4,4.187,1.293,2.599,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.01,4,0.5,100,5,UX
5,4.187,1.823,2.793,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.02,4,0.5,100,5,UX
6,4.187,1.823,2.948,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.02,4,0.5,100,5,UX
7,4.187,2.369,3.076,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.02,4,0.5,100,5,UX
8,4.187,2.639,3.223,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.02,4,0.5,100,5,UX
9,4.187,2.639,3.328,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.02,4,0.5,100,5,UX
10,4.187,2.639,3.428,0.742,1.0,1.0,0.812,0.071,-0.067,-0.0,0.0,-0.163,0.648,0.143,0.02,4,0.5,100,5,UX
11,4.304,2.955,3.556,0.792,1.0,1.0,0.812,0.071,0.0,-0.0,0.0,-0.163,0.648,0.143,0.01,4,0.5,100,5,UX
12,4.304,3.054,3.668,0.792,1.0,1.0,0.812,0.071,0.0,-0.0,0.0,-0.163,0.648,0.143,0.01,4,0.5,100,5,UX
13,4.304,3.155,3.761,0.792,1.0,1.0,0.812,0.071,0.0,-0.0,0.0,-0.163,0.648,0.143,0.01,4,0.5,100,5,UX
14,4.444,3.157,3.833,0.938,1.0,1.0,1.0,0.071,0.0,-0.0,0.0,-0.363,0.531,0.267,0.01,4,0.5,100,5,UX
15,4.444,3.338,3.921,0.938,1.0,1.0,1.0,0.071,0.0,-0.0,0.0,-0.363,0.531,0.267,0.01,4,0.5,100,5,UX
16,4.444,3.467,3.983,0.938,1.0,1.0,1.0,0.071,0.0,-0.0,0.0,-0.363,0.531,0.267,0.02,4,0.5,100,5,UX
17,4.494,3.688,4.06,0.917,1.0,1.0,0.864,0.214,0.0,-0.0,0.0,-0.3,0.514,0.286,0.01,4,0.5,100,5,UX
18,4.613,3.731,4.12,0.75,0.75,1.0,0.75,0.429,-0.067,-0.0,0.0,-0.125,0.648,0.479,0.01,4,0.5,100,5,UX
19,4.613,3.751,4.169,0.75,0.75,1.0,0.75,0.429,-0.067,-0.0,0.0,-0.125,0.648,0.479,0.01,4,0.5,100,5,UX
20,4.613,3.912,4.212,0.75,0.75,1.0,0.75,0.429,-0.067,-0.0,0.0,-0.125,0.648,0.479,0.01,4,0.5,100,5,UX
21,4.699,3.927,4.247,0.75,0.75,1.0,0.679,0.571,-0.067,-0.0,0.0,-0.125,0.662,0.479,0.03,4,0.5,100,5,UX
22,4.699,4.005,4.29,0.75,0.75,1.0,0.679,0.571,-0.067,-0.0,0.0,-0.125,0.662,0.479,0.04,4,0.5,100,5,UX
23,4.721,4.005,4.322,0.729,0.75,1.0,0.6,0.714,-0.071,-0.0,0.0,-0.062,0.908,0.154,0.03,4,0.5,100,5,UX
24,4.721,4.126,4.364,0.729,0.75,1.0,0.6,0.714,-0.071,-0.0,0.0,-0.062,0.908,0.154,0.04,4,0.5,100,5,UX
25,4.721,4.126,4.392,0.729,0.75,1.0,0.6,0.714,-0.071,-0.0,0.0,-0.062,0.908,0.154,0.05,4,0.5,100,5,UX
26,4.721,4.187,4.423,0.729,0.75,1.0,0.6,0.714,-0.071,-0.0,0.0,-0.062,0.908,0.154,0.05,4,0.5,100,5,UX
27,4.721,4.199,4.441,0.729,0.75,1.0,0.6,0.714,-0.071,-0.0,0.0,-0.062,0.908,0.154,0.05,4,0.5,100,5,UX
28,4.721,4.236,4.467,0.729,0.75,1.0,0.6,0.714,-0.071,-0.0,0.0,-0.062,0.908,0.154,0.06,4,0.5,100,5,UX
