i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.512,-0.752,0.861,0.72,1.0,0.5,0.714,0.214,0.0,-0.0,0.0,-0.208,0.572,0.0,0.01,4,0.5,100,5,1X+2X
1,3.608,-0.375,1.325,0.638,1.0,0.5,1.0,0.071,-0.083,-0.0,0.0,-0.213,0.695,0.0,0.01,4,0.5,100,5,1X+2X
2,3.608,0.39,1.722,0.638,1.0,0.5,1.0,0.071,-0.083,-0.0,0.0,-0.213,0.695,0.0,0.01,4,0.5,100,5,1X+2X
3,3.608,0.782,2.147,0.638,1.0,0.5,1.0,0.071,-0.083,-0.0,0.0,-0.213,0.695,0.0,0.01,4,0.5,100,5,1X+2X
4,3.658,0.87,2.54,0.707,1.0,0.5,1.0,0.286,-0.05,-0.05,0.0,-0.121,0.387,0.0,0.01,4,0.5,100,5,1X+2X
5,3.812,1.543,2.767,0.663,1.0,0.5,1.0,0.214,-0.087,-0.0,0.0,-0.129,0.651,0.0,0.01,4,0.5,100,5,1X+2X
6,3.932,1.543,2.999,0.829,1.0,0.5,0.864,0.357,0.0,-0.0,0.0,-0.146,0.404,0.125,0.01,4,0.5,100,5,1X+2X
7,4.034,2.043,3.216,0.686,1.0,0.5,1.0,0.357,-0.045,-0.0,0.0,-0.071,0.608,0.0,0.01,4,0.5,100,5,1X+2X
8,4.293,2.288,3.421,0.72,0.75,1.0,0.833,0.357,-0.05,-0.0,0.0,-0.133,0.815,0.0,0.01,4,0.5,100,5,1X+2X
9,4.312,2.877,3.586,0.72,0.875,1.0,0.812,0.5,-0.056,-0.0,0.0,-0.125,0.584,0.0,0.01,4,0.5,100,5,1X+2X
10,4.345,2.956,3.671,0.637,1.0,1.0,0.786,0.214,0.0,-0.0,0.0,-0.167,0.691,0.184,0.01,4,0.5,100,5,1X+2X
11,4.454,2.968,3.77,0.787,0.875,1.0,1.0,0.357,-0.048,-0.0,0.0,-0.083,0.566,0.0,0.01,4,0.5,100,5,1X+2X
12,4.518,3.387,3.908,0.762,1.0,1.0,0.833,0.5,-0.059,-0.0,0.0,-0.05,0.532,0.0,0.01,4,0.5,100,5,1X+2X
13,4.673,3.48,4.001,0.654,0.75,1.0,1.0,0.5,-0.1,-0.0,0.0,-0.062,0.762,0.17,0.01,4,0.5,100,5,1X+2X
14,4.673,3.616,4.097,0.654,0.75,1.0,1.0,0.5,-0.1,-0.0,0.0,-0.062,0.762,0.17,0.01,4,0.5,100,5,1X+2X
15,5.036,3.676,4.164,0.72,1.0,1.0,0.812,0.5,0.0,-0.0,0.0,-0.083,0.851,0.235,0.01,4,0.5,100,5,1X+2X
16,5.036,3.676,4.247,0.72,1.0,1.0,0.812,0.5,0.0,-0.0,0.0,-0.083,0.851,0.235,0.01,4,0.5,100,5,1X+2X
