i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.612,-1.226,0.826,0.738,0.625,0.5,1.0,0.0,0.0,-0.0,0.0,-0.396,0.942,0.204,0.003,4,0.5,300,5,1X+2X
1,3.612,-0.678,1.257,0.738,0.625,0.5,1.0,0.0,0.0,-0.0,0.0,-0.396,0.942,0.204,0.003,4,0.5,300,5,1X+2X
2,3.612,-0.095,1.646,0.738,0.625,0.5,1.0,0.0,0.0,-0.0,0.0,-0.396,0.942,0.204,0.003,4,0.5,300,5,1X+2X
3,3.612,0.146,1.991,0.738,0.625,0.5,1.0,0.0,0.0,-0.0,0.0,-0.396,0.942,0.204,0.003,4,0.5,300,5,1X+2X
4,3.612,0.733,2.347,0.738,0.625,0.5,1.0,0.0,0.0,-0.0,0.0,-0.396,0.942,0.204,0.003,4,0.5,300,5,1X+2X
5,3.612,1.265,2.599,0.738,0.625,0.5,1.0,0.0,0.0,-0.0,0.0,-0.396,0.942,0.204,0.003,4,0.5,300,5,1X+2X
6,3.612,1.446,2.819,0.738,0.625,0.5,1.0,0.0,0.0,-0.0,0.0,-0.396,0.942,0.204,0.003,4,0.5,300,5,1X+2X
7,4.163,1.446,2.983,0.866,0.75,0.5,1.0,0.429,0.0,-0.0,0.0,-0.067,0.685,0.0,0.003,4,0.5,300,5,1X+2X
8,4.163,2.194,3.119,0.866,0.75,0.5,1.0,0.429,0.0,-0.0,0.0,-0.067,0.685,0.0,0.003,4,0.5,300,5,1X+2X
9,4.163,2.569,3.244,0.866,0.75,0.5,1.0,0.429,0.0,-0.0,0.0,-0.067,0.685,0.0,0.003,4,0.5,300,5,1X+2X
10,4.171,2.706,3.359,0.85,0.5,1.0,0.85,0.429,0.0,-0.0,0.0,-0.175,0.482,0.235,0.003,4,0.5,300,5,1X+2X
11,4.172,2.795,3.467,1.0,1.0,0.5,1.0,0.214,-0.056,-0.0,0.0,-0.271,0.633,0.151,0.003,4,0.5,300,5,1X+2X
12,4.198,2.821,3.569,0.804,0.75,1.0,1.0,0.143,0.0,-0.0,0.0,-0.292,0.649,0.143,0.003,4,0.5,300,5,1X+2X
13,4.239,2.821,3.67,0.774,1.0,0.5,1.0,0.214,0.0,-0.0,0.0,-0.249,1.0,0.0,0.003,4,0.5,300,5,1X+2X
14,4.319,3.049,3.757,0.858,0.625,1.0,0.833,0.357,0.0,-0.0,0.0,-0.104,0.606,0.143,0.003,4,0.5,300,5,1X+2X
15,4.44,3.196,3.85,0.81,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.423,0.634,0.205,0.003,4,0.5,300,5,1X+2X
16,4.559,3.252,3.915,0.801,0.75,1.0,1.0,0.429,0.0,-0.0,0.0,-0.092,0.56,0.111,0.003,4,0.5,300,5,1X+2X
17,4.649,3.426,3.988,0.9,0.75,1.0,0.85,0.286,0.0,-0.0,0.0,-0.271,0.856,0.278,0.003,4,0.5,300,5,1X+2X
18,4.753,3.544,4.062,0.768,1.0,1.0,0.727,0.357,0.0,-0.0,0.0,-0.183,0.941,0.143,0.003,4,0.5,300,5,1X+2X
19,4.772,3.595,4.136,1.0,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.271,0.529,0.228,0.003,4,0.5,300,5,1X+2X
20,4.776,3.683,4.196,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.125,0.77,0.0,0.003,4,0.5,300,5,1X+2X
21,4.776,3.683,4.252,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.125,0.77,0.0,0.003,4,0.5,300,5,1X+2X
22,4.813,3.845,4.316,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.25,0.507,0.199,0.003,4,0.5,300,5,1X+2X
23,4.813,3.871,4.373,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.25,0.507,0.199,0.003,4,0.5,300,5,1X+2X
24,4.884,3.949,4.42,1.0,1.0,1.0,1.0,0.214,-0.118,-0.0,0.0,-0.125,0.741,0.171,0.003,4,0.5,300,5,1X+2X
25,4.891,4.014,4.472,0.851,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.042,0.581,0.0,0.003,4,0.5,300,5,1X+2X
26,4.891,4.082,4.514,0.851,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.042,0.581,0.0,0.003,4,0.5,300,5,1X+2X
27,4.896,4.121,4.554,0.95,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.163,0.669,0.154,0.003,4,0.5,300,5,1X+2X
28,4.927,4.168,4.589,0.845,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.188,0.912,0.0,0.003,4,0.5,300,5,1X+2X
29,4.965,4.269,4.619,0.929,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.125,0.661,0.0,0.003,4,0.5,300,5,1X+2X
