i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.989,-0.939,0.904,0.699,0.75,1.0,1.0,0.143,-0.05,-0.0,0.0,-0.31,0.756,0.0,0.002,4,0.5,500,5,UX
1,3.989,-0.597,1.334,0.699,0.75,1.0,1.0,0.143,-0.05,-0.0,0.0,-0.31,0.756,0.0,0.002,4,0.5,500,5,UX
2,3.989,-0.188,1.754,0.699,0.75,1.0,1.0,0.143,-0.05,-0.0,0.0,-0.31,0.756,0.0,0.002,4,0.5,500,5,UX
3,3.989,0.437,2.136,0.699,0.75,1.0,1.0,0.143,-0.05,-0.0,0.0,-0.31,0.756,0.0,0.002,4,0.5,500,5,UX
4,3.989,0.574,2.442,0.699,0.75,1.0,1.0,0.143,-0.05,-0.0,0.0,-0.31,0.756,0.0,0.002,4,0.5,500,5,UX
5,4.162,1.101,2.695,0.75,0.875,1.0,0.611,0.429,0.0,-0.0,0.0,-0.062,0.56,0.0,0.002,4,0.5,500,5,UX
6,4.33,1.101,2.898,0.844,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.031,0.303,0.0,0.002,4,0.5,500,5,UX
7,4.348,1.781,3.094,0.757,1.0,0.5,1.0,0.143,0.0,-0.0,0.0,-0.144,0.875,0.218,0.002,4,0.5,500,5,UX
8,4.348,2.094,3.265,0.757,1.0,0.5,1.0,0.143,0.0,-0.0,0.0,-0.144,0.875,0.218,0.002,4,0.5,500,5,UX
9,4.348,2.462,3.419,0.757,1.0,0.5,1.0,0.143,0.0,-0.0,0.0,-0.144,0.875,0.218,0.002,4,0.5,500,5,UX
10,4.752,2.68,3.562,0.783,1.0,1.0,1.0,0.214,-0.045,-0.0,0.0,-0.223,0.924,0.1,0.002,4,0.5,500,5,UX
11,4.752,2.68,3.681,0.783,1.0,1.0,1.0,0.214,-0.045,-0.0,0.0,-0.223,0.924,0.1,0.002,4,0.5,500,5,UX
12,4.752,2.924,3.791,0.783,1.0,1.0,1.0,0.214,-0.045,-0.0,0.0,-0.223,0.924,0.1,0.002,4,0.5,500,5,UX
13,4.752,3.014,3.904,0.783,1.0,1.0,1.0,0.214,-0.045,-0.0,0.0,-0.223,0.924,0.1,0.002,4,0.5,500,5,UX
14,4.752,3.014,4.013,0.783,1.0,1.0,1.0,0.214,-0.045,-0.0,0.0,-0.223,0.924,0.1,0.002,4,0.5,500,5,UX
15,4.839,3.229,4.118,0.76,1.0,1.0,1.0,0.286,-0.048,-0.0,0.0,-0.135,0.871,0.105,0.002,4,0.5,500,5,UX
16,4.839,3.229,4.209,0.76,1.0,1.0,1.0,0.286,-0.048,-0.0,0.0,-0.135,0.871,0.105,0.002,4,0.5,500,5,UX
17,4.934,3.581,4.292,0.772,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.171,0.856,0.19,0.002,4,0.5,500,5,UX
18,4.934,3.581,4.354,0.772,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.171,0.856,0.19,0.002,4,0.5,500,5,UX
19,4.982,3.835,4.415,0.835,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.109,0.799,0.1,0.002,4,0.5,500,5,UX
20,5.002,3.936,4.466,0.835,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.115,0.682,0.1,0.002,4,0.5,500,5,UX
21,5.153,3.936,4.525,0.74,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.062,0.725,0.251,0.002,4,0.5,500,5,UX
22,5.182,4.035,4.568,0.728,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.031,0.7,0.286,0.002,4,0.5,500,5,UX
23,5.182,4.192,4.614,0.728,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.031,0.7,0.286,0.002,4,0.5,500,5,UX
24,5.182,4.192,4.65,0.728,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.031,0.7,0.286,0.002,4,0.5,500,5,UX
25,5.182,4.192,4.69,0.728,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.031,0.7,0.286,0.004,4,0.5,500,5,UX
26,5.182,4.286,4.733,0.728,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.031,0.7,0.286,0.004,4,0.5,500,5,UX
27,5.182,4.286,4.766,0.728,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.031,0.7,0.286,0.004,4,0.5,500,5,UX
28,5.215,4.511,4.794,0.781,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.062,0.701,0.295,0.002,4,0.5,500,5,UX
29,5.215,4.511,4.826,0.781,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.062,0.701,0.295,0.002,4,0.5,500,5,UX
