i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.947,-1.453,0.765,0.854,0.75,1.0,0.708,0.143,0.0,-0.0,0.0,-0.287,0.471,0.308,0.003,4,0.5,300,5,1X+2X
1,3.947,-0.667,1.235,0.854,0.75,1.0,0.708,0.143,0.0,-0.0,0.0,-0.287,0.471,0.308,0.003,4,0.5,300,5,1X+2X
2,3.947,0.121,1.627,0.854,0.75,1.0,0.708,0.143,0.0,-0.0,0.0,-0.287,0.471,0.308,0.003,4,0.5,300,5,1X+2X
3,4.053,0.267,2.012,0.793,0.875,1.0,0.85,0.071,-0.053,-0.0,0.0,-0.438,0.621,0.333,0.003,4,0.5,300,5,1X+2X
4,4.053,0.468,2.365,0.793,0.875,1.0,0.85,0.071,-0.053,-0.0,0.0,-0.438,0.621,0.333,0.003,4,0.5,300,5,1X+2X
5,4.059,1.326,2.678,0.774,0.625,1.0,0.7,0.214,0.0,-0.0,0.0,-0.188,0.8,0.133,0.003,4,0.5,300,5,1X+2X
6,4.071,1.532,2.892,0.729,0.75,1.0,0.75,0.357,-0.048,-0.0,0.0,-0.25,0.654,0.128,0.003,4,0.5,300,5,1X+2X
7,4.071,1.793,3.115,0.729,0.75,1.0,0.75,0.357,-0.048,-0.0,0.0,-0.25,0.654,0.128,0.003,4,0.5,300,5,1X+2X
8,4.255,1.793,3.333,0.964,0.875,1.0,1.0,0.143,-0.053,-0.053,0.0,-0.125,0.503,0.0,0.003,4,0.5,300,5,1X+2X
9,4.364,2.509,3.532,0.86,1.0,1.0,0.786,0.429,-0.053,-0.0,0.0,-0.083,0.425,0.0,0.003,4,0.5,300,5,1X+2X
10,4.564,2.509,3.675,0.741,1.0,1.0,0.7,0.429,-0.045,-0.0,0.0,-0.036,0.775,0.0,0.003,4,0.5,300,5,1X+2X
11,4.564,2.78,3.8,0.741,1.0,1.0,0.7,0.429,-0.045,-0.0,0.0,-0.036,0.775,0.0,0.003,4,0.5,300,5,1X+2X
12,4.564,3.052,3.913,0.741,1.0,1.0,0.7,0.429,-0.045,-0.0,0.0,-0.036,0.775,0.0,0.003,4,0.5,300,5,1X+2X
13,4.583,3.32,4.013,0.751,1.0,1.0,1.0,0.143,-0.083,-0.0,0.0,-0.149,0.921,0.0,0.003,4,0.5,300,5,1X+2X
14,4.833,3.32,4.1,0.812,1.0,1.0,1.0,0.5,-0.048,-0.0,0.0,-0.292,0.718,0.142,0.003,4,0.5,300,5,1X+2X
15,4.857,3.596,4.185,0.72,1.0,1.0,0.75,0.429,0.0,-0.0,0.0,-0.036,0.731,0.263,0.003,4,0.5,300,5,1X+2X
16,4.933,3.782,4.26,0.725,1.0,1.0,0.625,0.643,-0.083,-0.0,0.0,-0.042,0.891,0.174,0.003,4,0.5,300,5,1X+2X
