i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.48,-1.45,0.829,0.671,0.625,0.5,1.0,0.143,0.0,-0.0,0.0,-0.083,0.482,0.142,0.002,4,0.5,500,5,UX
1,3.624,-0.74,1.322,0.795,0.375,1.0,0.7,0.286,0.0,-0.0,0.0,-0.332,0.8,0.0,0.002,4,0.5,500,5,UX
2,3.624,-0.156,1.727,0.795,0.375,1.0,0.7,0.286,0.0,-0.0,0.0,-0.332,0.8,0.0,0.002,4,0.5,500,5,UX
3,3.886,0.407,2.13,0.817,0.875,1.0,0.864,0.0,-0.062,-0.0,0.0,-0.083,0.476,0.0,0.002,4,0.5,500,5,UX
4,3.886,0.825,2.437,0.817,0.875,1.0,0.864,0.0,-0.062,-0.0,0.0,-0.083,0.476,0.0,0.002,4,0.5,500,5,UX
5,3.974,1.193,2.672,0.964,1.0,0.5,1.0,0.214,0.0,-0.0,0.0,-0.312,0.438,0.17,0.002,4,0.5,500,5,UX
6,4.119,1.323,2.868,0.838,1.0,1.0,0.864,0.143,-0.071,-0.0,0.0,-0.208,0.554,0.0,0.002,4,0.5,500,5,UX
7,4.119,1.831,3.021,0.838,1.0,1.0,0.864,0.143,-0.071,-0.0,0.0,-0.208,0.554,0.0,0.002,4,0.5,500,5,UX
8,4.16,2.241,3.172,0.917,0.875,1.0,1.0,0.071,0.0,-0.0,0.0,-0.381,0.453,0.225,0.002,4,0.5,500,5,UX
9,4.296,2.456,3.312,0.875,1.0,1.0,0.731,0.286,0.0,-0.0,0.0,-0.237,0.642,0.0,0.002,4,0.5,500,5,UX
10,4.296,2.532,3.448,0.875,1.0,1.0,0.731,0.286,0.0,-0.0,0.0,-0.237,0.642,0.0,0.002,4,0.5,500,5,UX
11,4.395,2.669,3.587,0.771,1.0,1.0,0.7,0.286,0.0,-0.067,0.0,-0.167,0.571,0.3,0.002,4,0.5,500,5,UX
12,4.678,2.728,3.711,0.875,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.146,0.546,0.118,0.002,4,0.5,500,5,UX
13,4.684,2.941,3.821,0.881,1.0,1.0,1.0,0.143,0.0,-0.0,0.0,-0.071,0.525,0.207,0.002,4,0.5,500,5,UX
14,4.684,2.941,3.923,0.881,1.0,1.0,1.0,0.143,0.0,-0.0,0.0,-0.071,0.525,0.207,0.002,4,0.5,500,5,UX
15,4.684,3.149,4.019,0.881,1.0,1.0,1.0,0.143,0.0,-0.0,0.0,-0.071,0.525,0.207,0.002,4,0.5,500,5,UX
16,4.721,3.157,4.11,0.854,1.0,1.0,0.864,0.571,0.0,-0.0,0.0,-0.225,0.422,0.235,0.002,4,0.5,500,5,UX
17,4.849,3.532,4.19,0.938,1.0,1.0,0.85,0.429,0.0,-0.0,0.0,-0.375,0.875,0.133,0.002,4,0.5,500,5,UX
18,4.849,3.67,4.263,0.938,1.0,1.0,0.85,0.429,0.0,-0.0,0.0,-0.375,0.875,0.133,0.002,4,0.5,500,5,UX
19,4.849,3.804,4.321,0.938,1.0,1.0,0.85,0.429,0.0,-0.0,0.0,-0.375,0.875,0.133,0.002,4,0.5,500,5,UX
20,4.889,3.804,4.382,0.845,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.098,0.58,0.133,0.002,4,0.5,500,5,UX
21,4.889,3.841,4.431,0.845,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.098,0.58,0.133,0.002,4,0.5,500,5,UX
22,4.925,3.841,4.486,0.854,1.0,1.0,0.864,0.429,0.0,-0.0,0.0,-0.062,0.595,0.245,0.002,4,0.5,500,5,UX
23,5.166,3.978,4.535,0.81,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.113,0.796,0.245,0.002,4,0.5,500,5,UX
24,5.166,4.0,4.579,0.81,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.113,0.796,0.245,0.002,4,0.5,500,5,UX
25,5.166,4.214,4.617,0.81,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.113,0.796,0.245,0.002,4,0.5,500,5,UX
