I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
300,-1,3.8214285714285716,-2.4318181818181817,0.15017659839806483,0.4545689935064933,-0.045,-0.725,0.18249837662337673,0.04357142857142859,-0.1296576446568424,-0.01645795239033991,-0.005,-0.05300315656565655,0.3870552663790643,0.05660128693054052,0.01,4,0.4,100,5,1X+2X
300,-1,4.064317626817627,-1.7013278388278386,0.3983996429743496,0.5175650252525255,0.02,-0.74,0.25693810356310354,0.07428571428571434,-0.10033103709891358,-0.01849880595350734,-0.0075,-0.05613888888888887,0.4000311538624595,0.05204837795185711,0.01,4,0.4,100,5,1X+2X
300,-1,3.9464285714285716,-1.3910018100807577,0.2662986960741199,0.4759484126984128,-0.0275,-0.685,0.169578282828283,0.08071428571428572,-0.14171604900546633,-0.018580737702979928,0.0,-0.061935876623376594,0.41667127606738963,0.05811910209757153,0.01,4,0.4,100,5,1X+2X
300,-1,3.3670553426048784,-2.0079670329670334,-0.13299009231621986,0.4159291125541128,-0.17125,-0.815,0.12423845598845597,0.032857142857142856,-0.06782584052464587,-0.016004013117322448,-0.01,-0.07069651875901874,0.3938684819838139,0.0508930867012419,0.01,4,0.4,100,5,1X+2X
300,-1,3.988690476190476,-1.8191473168214654,-0.01935063633597265,0.42636038961038947,-0.13375,-0.8,0.17233852258852264,0.03571428571428572,-0.10001290105079676,-0.01884143484131799,-0.0075,-0.042231240981240974,0.39719692657933386,0.05137481604485138,0.01,4,0.4,100,5,1X+2X
300,-1,4.455357142857143,-2.134076194273563,0.011487457534132156,0.4599887265512267,-0.0975,-0.78,0.15113888888888885,0.05714285714285717,-0.11880698763974806,-0.018594433818575697,-0.0075,-0.08121067821067823,0.3970441127839702,0.049784971836191245,0.01,4,0.4,100,5,1X+2X
300,-1,3.7592504545677925,-1.630045799611017,0.1782976669160278,0.4737476551226552,-0.03,-0.69,0.23352147852147856,0.07642857142857147,-0.17699510640452712,-0.015905803624766478,-0.01,-0.10247132034632031,0.38770051642771924,0.03227167579121746,0.01,4,0.4,100,5,1X+2X
300,-1,4.5986111111111105,-1.8116161616161617,0.2693135012626973,0.45475658369408367,-0.02875,-0.655,0.17218783993783993,0.07571428571428575,-0.07547876013485168,-0.019786593298815672,-0.025,-0.08400523088023083,0.4126912535139812,0.041984122716404844,0.01,4,0.4,100,5,1X+2X
300,-1,4.152296600458365,-1.7420852431881844,0.22712141968476074,0.45337671356421344,-0.0575,-0.605,0.15493217893217898,0.08500000000000003,-0.17848892051507442,-0.014400277065979046,-0.01,-0.05958441558441556,0.39336681010533214,0.06541933024850563,0.01,4,0.4,100,5,1X+2X
300,-1,4.108232099857488,-2.384786414565826,-0.02278148602534653,0.44912141330891325,-0.0925,-0.83,0.16364971139971132,0.04785714285714286,-0.12601404693643917,-0.016616371070537178,-0.02,-0.039567460317460314,0.39134023139640844,0.04994789333691438,0.01,4,0.4,100,5,1X+2X
