,half,quarter,eighth,16th
half,0.47619047619047616,0.06112054329371817,0.012461059190031152,0.01171875
quarter,0.3047619047619048,0.4634974533106961,0.1970404984423676,0.1171875
eighth,0.20952380952380953,0.4567062818336163,0.6931464174454829,0.40234375
16th,0.009523809523809525,0.01867572156196944,0.09735202492211838,0.46875
