i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.295,-0.948,0.978,0.712,0.25,1.0,1.0,0.071,0.0,-0.04,0.0,-0.142,0.298,0.145,0.004,4,0.4,500,25,1X+2X
1,3.481,-0.853,1.379,0.833,0.5,1.0,0.7,0.214,-0.222,-0.0,0.0,0.0,0.455,0.0,0.002,4,0.4,500,25,1X+2X
2,3.604,-0.906,1.64,0.729,0.75,0.5,0.812,0.357,-0.095,-0.0,0.0,-0.083,0.534,0.1,0.002,4,0.4,500,25,1X+2X
3,4.401,-0.882,1.767,0.897,0.625,1.0,1.0,0.286,0.0,-0.048,0.0,-0.224,0.665,0.2,0.002,4,0.4,500,25,1X+2X
4,4.401,-0.833,1.933,0.897,0.625,1.0,1.0,0.286,0.0,-0.048,0.0,-0.224,0.665,0.2,0.004,4,0.4,500,25,1X+2X
5,4.401,-0.805,2.116,0.897,0.625,1.0,1.0,0.286,0.0,-0.048,0.0,-0.224,0.665,0.2,0.008,4,0.4,500,25,1X+2X
6,4.401,-0.759,2.203,0.897,0.625,1.0,1.0,0.286,0.0,-0.048,0.0,-0.224,0.665,0.2,0.016,4,0.4,500,25,1X+2X
7,4.552,-0.675,2.339,0.858,1.0,1.0,0.833,0.429,-0.071,-0.0,0.0,-0.042,0.391,0.154,0.002,4,0.4,500,25,1X+2X
8,4.552,-0.732,2.446,0.858,1.0,1.0,0.833,0.429,-0.071,-0.0,0.0,-0.042,0.391,0.154,0.004,4,0.4,500,25,1X+2X
9,4.552,-0.587,2.538,0.858,1.0,1.0,0.833,0.429,-0.071,-0.0,0.0,-0.042,0.391,0.154,0.008,4,0.4,500,25,1X+2X
10,4.615,-0.637,2.609,0.83,0.75,1.0,1.0,0.286,0.0,-0.0,0.0,-0.138,0.754,0.133,0.002,4,0.4,500,25,1X+2X
11,4.631,-0.64,2.67,0.897,0.75,1.0,1.0,0.286,0.0,-0.0,0.0,-0.174,0.754,0.118,0.002,4,0.4,500,25,1X+2X
12,4.631,-0.554,2.738,0.897,0.75,1.0,1.0,0.286,0.0,-0.0,0.0,-0.174,0.754,0.118,0.004,4,0.4,500,25,1X+2X
13,4.631,-0.643,2.687,0.897,0.75,1.0,1.0,0.286,0.0,-0.0,0.0,-0.174,0.754,0.118,0.01,4,0.4,500,25,1X+2X
14,4.952,-0.551,2.789,0.875,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.031,0.63,0.095,0.002,4,0.4,500,25,1X+2X
15,4.952,-0.546,2.918,0.875,1.0,1.0,1.0,0.429,-0.045,-0.0,0.0,-0.031,0.63,0.095,0.004,4,0.4,500,25,1X+2X
