,half,quarter,eighth,16th
half,0.885444736661538,0.10799746212134692,0.027514616021999293,0.06259071295279338
quarter,0.06163814295821423,0.4646093164190639,0.22478368632555146,0.10327844819161254
eighth,0.03298926878832349,0.39634212535399016,0.6522541311663159,0.36322625777216705
16th,0.01992785159192438,0.031051096105599085,0.09544756648613333,0.470904581083427
