i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
327,5.883,0.604,4.99,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
328,5.883,0.644,4.988,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
329,5.883,0.711,4.996,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
330,5.883,0.6,4.99,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
331,5.883,0.633,4.981,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
332,5.883,0.579,4.987,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
333,5.883,0.637,4.971,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
334,5.883,0.66,4.994,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
335,5.883,0.623,5.001,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
336,5.883,0.616,4.989,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
337,5.883,0.62,4.979,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
338,5.883,0.627,5.0,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
339,5.883,0.651,4.978,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
340,5.883,0.691,5.001,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
341,5.883,0.656,4.99,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
342,5.883,0.705,4.991,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
343,5.883,0.651,4.999,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
344,5.883,0.56,5.0,5.883,0.762,1.0,1.0,1.0,0.467,0.0,-0.0,0.0,-0.077,0.952,0.779,0.8,8,0.5,1000,50,1X+2X
