,half,quarter,eighth,16th
half,0.1587719815234058,0.06919227567035234,0.015608482463439335,0.017435698563231163
quarter,0.5746924899469804,0.4452137066017232,0.21074264561950004,0.06345634747710553
eighth,0.26653522091793597,0.4708949447454494,0.6807837194364651,0.40867442435567697
16th,3.076116778121082e-07,0.014699072982475034,0.09286515248059543,0.5104335296039862
