,half,quarter,eighth,16th
half,0.3333333333333333,0.11450381679389313,0.006839945280437756,9.09724923451962e-138
quarter,0.27450980392156865,0.46564885496183206,0.1518467852257182,0.14423076923076922
eighth,0.3137254901960784,0.40076335877862596,0.7893296853625171,0.3076923076923077
16th,0.0784313725490196,0.019083969465648856,0.05198358413132695,0.5480769230769231
