,half,quarter,eighth,16th
half,0.8340614348965331,0.188574926942637,0.029681927154408552,0.01914088444662846
quarter,0.10102055926161993,0.5105286887725232,0.12517549519127694,0.07439877632035644
eighth,0.051817632123799334,0.3008963842848397,0.7920272148958682,0.31058535383306834
16th,0.013100373718047757,1.1716414554451514e-17,0.053115362758446284,0.5958749853999469
