,D4,F4,F#4,G4,A4,REST,B4,C5,E4,C#4,G#4,C4,D#4,A#4,D5,D#5,E5,C#5,F5,F#5,G5,A5
F4,0.0,0.265625,0.0,0.5538461538461539,0.0,0.0,0.0,0.04040404040404041,0.028901734104046242,0.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4,0.0759493670886076,0.203125,0.0,0.0,0.0,0.0,0.5918367346938775,0.0,0.1329479768786127,0.0,0.0,0.055944055944055944,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,0.5063291139240507,0.40625,0.0,0.03076923076923077,0.0,0.0,0.02040816326530612,0.15151515151515152,0.046242774566473986,0.0,1.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0625,0.0,1.0,0.0,0.0,0.0
C4,0.379746835443038,0.0,0.0,0.1076923076923077,0.0,0.0,0.0,0.30303030303030304,0.35260115606936415,0.0,0.0,0.0979020979020979,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
D#4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F#4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4,0.0379746835443038,0.0,0.0,0.07692307692307693,0.16666666666666666,0.0,0.16326530612244897,0.030303030303030304,0.005780346820809248,0.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,1.0,0.0
G4,0.0,0.125,0.0,0.03076923076923077,0.8,0.0,0.04081632653061224,0.0707070707070707,0.017341040462427744,1.0,0.0,0.0979020979020979,0.0,0.21052631578947367,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
G#4,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D5,0.0,0.0,1.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,1.0,0.0,0.0
C5,0.0,0.0,0.0,0.12307692307692308,0.03333333333333333,0.0,0.16326530612244897,0.030303030303030304,0.35260115606936415,0.0,0.0,0.06293706293706294,0.0,0.0,0.5,1.0,0.375,0.0,0.0,0.0,0.0,0.0
B4,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.02040816326530612,0.3333333333333333,0.023121387283236993,0.0,0.0,0.055944055944055944,0.0,0.42105263157894735,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020202020202020204,0.03468208092485549,0.0,0.0,0.04195804195804196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F#5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D#5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A#4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
