,half,quarter,eighth,16th
half,0.6439119356429343,0.07071495717035792,0.02049255814947312,0.013466625172341137
quarter,0.2229975938555423,0.466633327200165,0.20427210435295698,0.13016930678869412
eighth,0.11693167822139951,0.43327911183466383,0.68259266709788,0.36188320871210355
16th,0.016158792280123978,0.029372603794813254,0.09264267039968985,0.49448085932686114
