,half,quarter,eighth,16th
half,0.4864928074226559,0.0661699410835991,0.02368158490615839,0.04868634230693592
quarter,0.3100690987321051,0.4812546442297211,0.18741602386456066,0.1973214071401755
eighth,0.19042584737719195,0.4293100657673128,0.6794491990729027,0.3123001423789687
16th,0.013012246468047025,0.02326534891936704,0.10945319215637828,0.4416921081739199
